pareto_points,approximated_pareto_points,grid_points_with_highest_costs,differences,difference_with_previous_champs
"[1.99979309e+00 3.99617772e+00 7.34223388e-04 2.02598242e-02
 7.96666842e+00 1.18565398e+01 1.42406951e+00 1.50125391e+01
 4.54122138e+00 1.02810317e+00 4.21440381e+00 4.18609128e-01
 9.09999662e+00 9.79999610e+00]","[2.0, 4.0, 0.0, 0.0, 8.0, 12.0, 1.4, 15.200000000000001, 4.5, 1.0, 4.4, 0.0, 9.1, 9.799999999999999]","[1.7000000000000002, 4.0, 0.0, 0.0, 8.0, 12.0, 1.4, 15.200000000000001, 4.5, 1.0, 4.4, 0.0, 9.1, 9.799999999999999]",10.693067638688847,"[1.8778784292929842, 4.530612421972899, 4.284576787422964, 8.815189209395863, 4.284576787422964, 0.0, 11.161727831959876, 11.624750193506461, 12.08142077640763, 11.161727831959876, 11.624750193506461, 12.08142077640763, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 9.693067638688849, 10.154606100227308, 8.693067638688845, 9.61614456176577, 7.693067638688847, 9.077683023304234, 9.693067638688847, 10.154606100227308, 8.693067638688845, 9.61614456176577, 7.693067638688847, 9.077683023304234]"
"[1.99727692e+00 3.97503969e+00 2.08114913e-01 2.14227492e-01
 1.02384387e-02 2.06479449e-01 6.98242129e+00 1.54321873e+01
 2.46462538e+00 1.07362553e+00 3.22102721e+00 2.67214054e+00
 9.09999662e+00 9.79999666e+00]","[2.0, 4.0, 0.3, 0.4, 0.0, 0.0, 7.0, 15.200000000000001, 2.7, 1.0, 3.3000000000000003, 2.4, 9.1, 9.799999999999999]","[1.7000000000000002, 4.0, 0.3, 0.4, 0.0, 0.0, 7.0, 15.200000000000001, 2.7, 1.0, 3.3000000000000003, 2.4, 9.1, 9.799999999999999]",10.800106888011408,"[1.9136316559109225, 4.566310519706837, 4.320164712393648, 8.886475232100485, 4.320164712393648, 0.0, 10.352832553462042, 11.230557740989303, 11.643521388380137, 12.038361070171831, 10.352832553462042, 11.230557740989303, 11.643521388380137, 12.038361070171831, 10.801308342256474, 10.802490354242625, 10.803651101393053, 10.801308342256474, 10.802490354242625, 10.803651101393053, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 9.80010688801141, 10.26164534954987, 8.800106888011408, 9.723183811088333, 7.800106888011408, 9.184722272626795, 9.80010688801141, 10.261645349549871, 8.800106888011408, 9.723183811088333, 7.800106888011408, 9.184722272626795]"
"[ 1.9995067   3.99998509  5.99438055  7.99444877  9.9948672  11.98392211
 13.9974585  15.924957   17.99376911 19.88341926 21.98286737 23.92535143
  9.14058844  9.84297531]","[2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 18.0, 20.0, 22.0, 24.0, 9.1, 9.799999999999999]","[1.7000000000000002, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 18.0, 20.0, 22.0, 24.0, 9.1, 9.799999999999999]",11.86844161326722,"[2.270476586883667, 4.922605221660664, 4.6753598047228895, 9.597965026383553, 4.6753598047228895, 0.0, 11.937709679674033, 11.988367809520446, 12.020337891642011, 11.937709679674033, 11.988367809520446, 12.020337891642011, 11.939251607192586, 11.99453314205419, 12.034200977732159, 11.939251607192586, 11.99453314205419, 12.034200977732159, 11.94079353471114, 12.000698474587933, 12.048064063822306, 11.94079353471114, 12.000698474587933, 12.048064063822306, 11.942335462229694, 12.006863807121679, 12.061927149912453, 11.942335462229694, 12.006863807121679, 12.061927149912453, 11.943877389748248, 12.013029139655423, 12.0757902360026, 11.943877389748248, 12.013029139655423, 12.0757902360026, 10.86844161326722, 11.32998007480568, 9.86844161326722, 10.791518536344142, 8.86844161326722, 10.253056997882604, 10.86844161326722, 11.32998007480568, 9.86844161326722, 10.791518536344144, 8.868441613267219, 10.253056997882604]"
"[ 1.76212284  3.68074701  5.69826991  6.92017567  9.64971812  3.78772762
 13.26875351 14.09904015  4.49498386 18.13088658  1.88763568  0.57645545
  9.11476665  8.10044768]","[1.8, 3.6, 5.7, 6.800000000000001, 9.5, 3.5999999999999996, 13.299999999999999, 14.4, 4.5, 18.0, 2.2, 0.0, 9.1, 8.399999999999999]","[1.8, 3.6, 5.7, 6.800000000000001, 9.5, 3.5999999999999996, 13.299999999999999, 14.4, 4.5, 18.0, 2.2, 0.0, 9.1, 4.199999999999999]",3.0,"[1.8899013517330996, 1.7999546045216164, 6.14111425450378, 6.456492265316058, 10.143946498736197, 1.8899013517330996, 1.7999546045216164, 6.14111425450378, 6.456492265316058, 10.143946498736197, 0.02034116959586285, 0.036320569098130306, 0.06099214417842802, 0.0493051083800502, 0.05666173869399316, 0.0, 0.06099214417842802, 0.05224396491541583, 0.10154907329546603, 0.06808680432552094, 0.05265896054842756, 0.25003719085307097, 0.0617795938098169, 0.12470827496969861, 0.23914682932794307, 0.4365250596325865, 0.12470827496969861, 0.5191603926541184, 0.0, 0.5909177884891825, 0.36267390616869477, 0.31957593902177095, 0.37814991508207285, 0.38954337097469605, 0.36267390616869477, 0.31957593902177095, 0.37814991508207285, 0.29202043472976413, 0.38954337097469605, 0.33270463045125354, 0.3505624243510823, 0.31927478371000717, 0.35496283608582857, 0.30287037474510115, 0.3563336572068714, 0.33270463045125354, 0.3505624243510823, 0.31927478371000717, 0.35496283608582857, 0.30287037474510115, 0.32696233252606177, 0.358937819604229, 0.3104321393947629, 0.3743338096676574, 0.3893034378081097, 0.358937819604229, 0.3743338096676574, 0.3893034378081097, 0.6764725404519183, 0.522626386605765, 0.3235274595480817, 0.9230769230769234, 1.0, 1.3846153846153832, 0.6666666666666643, 2.6666666666666643, 0.3333333333333357, 2.4615384615384635, 1.0, 2.9230769230769234]"
"[1.99983283e+00 3.99973321e+00 5.99837854e+00 7.99306548e+00
 1.74538636e-02 2.97429756e-03 8.32173629e-01 1.54235407e+01
 1.65763069e+01 1.96386242e+01 7.23263380e-01 2.14791774e+01
 9.11919673e+00 9.82806862e+00]","[2.0, 4.0, 6.0, 8.0, 0.0, 0.0, 0.7, 15.200000000000001, 16.2, 20.0, 1.1, 21.599999999999998, 9.1, 9.799999999999999]","[1.7000000000000002, 4.0, 6.0, 8.0, 0.0, 0.0, 0.7, 15.200000000000001, 16.2, 20.0, 1.1, 21.599999999999998, 9.1, 9.799999999999999]",10.928142433604519,"[1.9563980608111198, 4.609010981910451, 4.362733390882948, 8.971744372793399, 4.362733390882948, 0.0, 11.311489026083876, 11.675741395680504, 12.020337891642011, 11.311489026083876, 11.675741395680504, 12.020337891642011, 11.318552005267872, 11.7039824218145, 12.083839377478647, 11.318552005267872, 11.7039824218145, 12.083839377478647, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 10.928142433604519, 9.92814243360452, 10.38968089514298, 8.928142433604517, 9.851219356681444, 7.928142433604519, 9.312757818219906, 9.92814243360452, 10.38968089514298, 8.928142433604517, 9.851219356681444, 7.928142433604517, 9.312757818219906]"
"[1.88614899 3.90332409 0.22004523 0.06319596 0.01023844 0.21648158
 0.46499039 4.25912817 2.46462538 0.03229289 3.39081366 0.79712509
 9.09999662 9.7999961 ]","[1.9000000000000001, 4.0, 0.3, 0.0, 0.0, 0.0, 0.7, 4.0, 2.7, 0.0, 3.3000000000000003, 1.2, 9.1, 9.799999999999999]","[1.6, 4.0, 0.3, 0.0, 0.0, 0.0, 0.7, 4.0, 2.7, 0.0, 3.3000000000000003, 1.2, 9.1, 9.799999999999999]",10.299207677852174,"[4.548777687843987, 6.444849435786741, 4.302685990992046, 1.44774399901614, 5.750429990008207, 1.44774399901614, 0.0, 9.853992844985891, 10.728922104433371, 11.142473536230021, 11.539224306909098, 10.728922104433371, 11.142473536230021, 11.539224306909098, 10.299494887844126, 10.299774483299807, 10.300046033103287, 10.299494887844126, 10.299774483299807, 10.300046033103287, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 10.299207677852174, 9.299207677852174, 9.760746139390633, 8.299207677852174, 9.222284600929097, 7.2992076778521735, 8.683823062467559, 9.299207677852174, 9.760746139390633, 8.299207677852174, 9.222284600929097, 7.2992076778521735, 8.683823062467559]"
"[1.99979309e+00 3.91446405e+00 7.34223388e-04 5.68899644e-02
 7.73100618e+00 2.06479449e-01 1.38842287e+01 1.58397325e+01
 3.57558858e+00 1.02146096e+00 4.21440381e+00 3.71171014e+00
 9.09999662e+00 9.79999610e+00]","[2.0, 4.0, 0.0, 0.0, 7.5, 0.0, 14.0, 16.0, 3.6, 1.0, 4.4, 3.5999999999999996, 9.1, 9.799999999999999]","[1.7000000000000002, 4.0, 0.0, 0.0, 7.5, 0.0, 14.0, 16.0, 3.6, 1.0, 4.4, 3.5999999999999996, 9.1, 9.799999999999999]",10.693067638688847,"[1.8778784292929842, 4.530612421972899, 4.284576787422964, 8.815189209395863, 4.284576787422964, 0.0, 11.160124076797185, 11.618337645729913, 12.06700181337572, 11.160124076797185, 11.618337645729913, 12.06700181337572, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 9.693067638688849, 10.154606100227308, 8.693067638688845, 9.61614456176577, 7.693067638688847, 9.077683023304234, 9.693067638688847, 10.154606100227308, 8.693067638688845, 9.61614456176577, 7.693067638688847, 9.077683023304234]"
"[ 1.99622683  3.89869291  5.99986195  7.99997513  9.9719092  10.60007764
  6.18905956 15.52674578  0.48217951 17.79469542  4.57503304  0.22363042
  9.10000081  9.80001267]","[2.0, 3.8000000000000003, 6.0, 8.0, 10.0, 10.799999999999999, 6.3, 15.200000000000001, 0.9, 18.0, 4.4, 0.0, 9.1, 9.799999999999999]","[1.7000000000000002, 3.8000000000000003, 6.0, 8.0, 10.0, 10.799999999999999, 6.3, 15.200000000000001, 0.9, 18.0, 4.4, 0.0, 9.1, 9.799999999999999]",11.386372374069397,"[4.912474729487595, 4.665260577642041, 1.8086370669397613, 6.473897644581777, 13.646702824172513, 1.8086370669397613, 1.7763568394002505e-15, 11.462668790270971, 11.521070862189697, 11.561488538063738, 11.462668790270971, 11.521070862189697, 11.561488538063738, 11.440148712191437, 11.47879292466298, 11.502245424909383, 11.440148712191437, 11.317546829512459, 11.47879292466298, 11.233778202521755, 11.502245424909383, 11.342040460289576, 11.419219256354529, 11.286291871612868, 11.44053045963327, 11.219212568322277, 11.450273123574837, 11.342040460289576, 11.419219256354527, 11.286291871612868, 11.219212568322277, 11.344092108137936, 11.42375639651365, 11.456186532017732, 11.483612775663277, 11.344092108137936, 11.42375639651365, 11.296980791824796, 11.456186532017732, 11.245111067365034, 11.367771721587879, 11.40445791775129, 11.34868464116466, 11.422000466036069, 11.329140563694292, 11.438972969585784, 11.40445791775129, 11.422000466036069, 11.438972969585784, 10.3863723740694, 10.847910835607859, 9.3863723740694, 10.309449297146319, 8.3863723740694, 9.770987758684782, 10.386372374069397, 10.847910835607859, 9.3863723740694, 10.30944929714632, 8.386372374069397, 9.770987758684782]"
"[1.99727692e+00 3.97503969e+00 2.08114913e-01 2.14227492e-01
 1.02384387e-02 2.06479449e-01 6.98242129e+00 1.54321873e+01
 2.46462538e+00 1.07362553e+00 3.22102721e+00 3.91169886e+00
 9.09999662e+00 9.79999666e+00]","[2.0, 4.0, 0.3, 0.4, 0.0, 0.0, 7.0, 15.200000000000001, 2.7, 1.0, 3.3000000000000003, 3.5999999999999996, 9.1, 9.799999999999999]","[1.7000000000000002, 4.0, 0.3, 0.4, 0.0, 0.0, 7.0, 15.200000000000001, 2.7, 1.0, 3.3000000000000003, 3.5999999999999996, 9.1, 9.799999999999999]",10.800106888011408,"[1.9136316559109225, 4.566310519706837, 4.320164712393648, 8.886475232100485, 4.320164712393648, 0.0, 10.352832553462042, 11.230557740989303, 11.643521388380137, 12.038361070171831, 10.352832553462042, 11.230557740989303, 11.643521388380137, 12.038361070171831, 10.801308344579876, 10.802490363532655, 10.803651122282194, 10.801308344579876, 10.802490363532655, 10.803651122282194, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 10.800106888011408, 9.80010688801141, 10.26164534954987, 8.800106888011408, 9.723183811088333, 7.800106888011408, 9.184722272626795, 9.80010688801141, 10.261645349549871, 8.800106888011408, 9.723183811088333, 7.800106888011408, 9.184722272626795]"
"[1.99978193e+00 3.99923031e+00 3.59314140e-04 4.00518547e-03
 1.01455553e+00 1.17512012e+01 1.44395960e+00 4.60595302e-01
 1.78482290e+01 1.86005912e+01 2.09402279e+01 2.24110766e+01
 9.10062687e+00 9.80002571e+00]","[2.0, 4.0, 0.0, 0.0, 1.0, 12.0, 1.4, 0.8, 18.0, 19.0, 20.900000000000002, 22.8, 9.1, 9.799999999999999]","[1.7000000000000002, 4.0, 0.0, 0.0, 1.0, 12.0, 1.4, 0.8, 18.0, 19.0, 20.900000000000002, 22.8, 9.1, 9.799999999999999]",10.693067638688847,"[1.8778784292929842, 4.530612421972899, 4.284576787422964, 8.815189209395863, 4.284576787422964, 0.0, 11.160426921734267, 11.619548558513296, 12.069724616739823, 11.160426921734267, 11.619548558513296, 12.069724616739823, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 10.693067638688847, 9.693067638688849, 10.154606100227308, 8.693067638688845, 9.61614456176577, 7.693067638688847, 9.077683023304234, 9.693067638688847, 10.154606100227308, 8.693067638688845, 9.61614456176577, 7.693067638688847, 9.077683023304234]"
