pareto_points,approximated_pareto_points,grid_points_with_highest_costs,differences,difference_with_previous_champs
"[1.99978368e+00 3.99993908e+00 5.99929023e+00 7.99228316e+00
 2.62705322e-02 6.56726260e-04 1.22741708e+01 1.34150478e+01
 6.30836899e+00 7.01022618e+00]","[2.0, 4.0, 6.0, 8.0, 0.0, 0.0, 12.6, 13.600000000000001, 6.3, 7.0]","[1.7000000000000002, 4.0, 6.0, 8.0, 0.0, 0.0, 12.6, 13.600000000000001, 6.3, 7.0]",7.940144478240759,"[1.442295547161164, 3.3369498784717813, 3.160899052607814, 6.497848931079595, 3.160899052607814, 0.0, 8.169535662720952, 8.386237722472853, 8.589916518627195, 8.169535662720952, 8.386237722472853, 8.589916518627195, 8.174403005002922, 8.405699586511716, 8.633677580203166, 8.174403005002922, 8.405699586511716, 8.633677580203166, 7.940144478240759, 7.940144478240759, 7.940144478240759, 7.940144478240759, 7.940144478240759, 7.940144478240759, 7.940144478240759, 7.940144478240759, 7.940144478240759, 7.940144478240759, 7.940144478240759, 7.2258587639550464, 7.555529093625375, 6.511573049669331, 7.170913709009989, 5.797287335383617, 6.786298324394605, 7.225858763955044, 7.555529093625375, 6.511573049669331, 7.170913709009989, 5.797287335383617, 6.786298324394605]"
"[ 1.99891353  3.99891211  5.93562227  7.99977314  9.9696589  11.98568539
  0.15671443  0.0660319   6.30114943  6.99793917]","[2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 0.0, 0.0, 6.3, 7.0]","[1.7000000000000002, 4.0, 6.0, 8.0, 10.0, 12.0, 0.0, 0.0, 6.3, 7.0]",8.175219273156435,"[1.520815178679301, 3.4153484384093336, 3.2390556560677997, 6.654404094477133, 3.2390556560677997, 0.0, 8.326090826118492, 8.464394325932837, 8.589916518627195, 8.326090826118492, 8.464394325932837, 8.589916518627195, 8.327632753637046, 8.470559658466582, 8.603779604717342, 8.327632753637046, 8.470559658466582, 8.603779604717342, 8.330716608674155, 8.48289032353407, 8.631505776897637, 8.330716608674155, 8.48289032353407, 8.631505776897637, 7.460933558870722, 7.7906038885410505, 6.746647844585006, 7.405988503925664, 6.0323621302992905, 7.02137311931028, 7.460933558870718, 7.7906038885410505, 6.746647844585006, 7.405988503925664, 6.0323621302992905, 7.02137311931028]"
"[1.48589404e+00 3.98032715e+00 4.40233482e-04 3.89088403e-04
 8.97945490e+00 1.03745427e+01 1.75692262e+00 1.04932087e+00
 6.30001750e+00 7.00001940e+00]","[1.5, 4.0, 0.0, 0.0, 9.0, 10.2, 2.0999999999999996, 0.8, 6.3, 7.0]","[1.5, 4.0, 0.0, 0.0, 9.0, 10.2, 2.0999999999999996, 0.8, 3.6, 7.0]",2.142857142857146,"[3.275432502409352, 1.5906546881160395, 7.961863350993262, 1.0434545963530688, 9.22066023467773, 4.126197045500897, 4.866087190525391, 7.961863350993262, 9.22066023467773, 1.8416902754978821, 2.0888002683976836, 2.331603641117283, 1.8416902754978821, 2.0888002683976836, 2.331603641117283, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 1.5906546881160395, 0.876368973830326, 1.2060393035006545, 0.1620832595446089, 0.8214239188852694, 0.5522024547411064, 0.9890109890109926, 1.4285714285714306, 1.7582417582417609, 0.7142857142857153, 1.3736263736263759, 0.0, 0.9890109890109926]"
"[1.99983914e+00 3.99389940e+00 6.86017564e-03 2.21871023e-02
 6.34310741e+00 1.10225491e+01 1.24019120e+01 1.59087260e+01
 6.30712098e+00 7.00887727e+00]","[2.0, 4.0, 0.0, 0.0, 6.5, 10.799999999999999, 12.6, 16.0, 6.3, 7.0]","[1.7000000000000002, 4.0, 0.0, 0.0, 6.5, 10.799999999999999, 12.6, 16.0, 6.3, 7.0]",7.705069683325083,"[1.3637759156430276, 3.258551318534227, 3.082742449147828, 6.341293767682055, 3.082742449147828, 0.0, 8.017926945325241, 8.327859275958957, 8.634388782036744, 8.017926945325241, 8.327859275958957, 8.634388782036744, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 7.705069683325083, 6.990783969039368, 7.320454298709697, 6.276498254753653, 6.9358389140943135, 5.562212540467941, 6.55122352947893, 6.990783969039368, 7.320454298709697, 6.276498254753653, 6.9358389140943135, 5.562212540467941, 6.55122352947893]"
"[ 1.99990981  3.9999738   0.51922612  0.25803469  1.71153968  0.65705349
 11.0395196   1.75943758  6.30042077  7.00046835]","[2.0, 4.0, 0.6, 0.4, 1.5, 0.6, 11.2, 1.6, 6.3, 7.0]","[1.7000000000000002, 4.0, 0.6, 0.4, 1.5, 0.6, 11.2, 1.6, 6.3, 7.0]",7.811447534741986,"[1.3993082222773578, 3.2940288369271613, 3.118110475537467, 6.412139312464628, 3.118110475537467, 0.0, 7.518390951630242, 8.095268570788624, 7.216550693463386, 8.369416428304332, 8.633468391163454, 7.518390951630242, 8.095268570788624, 8.369416428304332, 8.633468391163454, 7.809899996523331, 7.812965180515711, 7.808324952051512, 7.8144505937447235, 7.806724829930942, 7.8159014840294905, 7.809899996523331, 7.812965180515711, 7.8144505937447235, 7.8159014840294905, 7.811441424956418, 7.811453102575925, 7.811434782640068, 7.811458119873038, 7.811427618034903, 7.811462578897015, 7.811441424956418, 7.811453102575925, 7.811434782640068, 7.811458119873038, 7.811462578897015, 7.097161820456273, 7.426832150126602, 6.382876106170558, 7.042216765511216, 5.668590391884843, 6.657601380895834, 7.097161820456272, 7.426832150126602, 6.382876106170558, 7.042216765511216, 5.668590391884843, 6.657601380895834]"
"[ 1.64955658  3.9009715   5.63703862  7.97202328  5.90800796 11.2896495
  9.46790253 13.43381769  6.30113676  6.99803594]","[1.6, 4.0, 5.7, 8.0, 6.0, 11.4, 9.799999999999999, 13.600000000000001, 6.3, 7.0]","[1.6, 4.0, 5.7, 8.0, 6.0, 11.4, 9.799999999999999, 13.600000000000001, 3.6, 7.0]",2.1428571428571423,"[1.3331807627616392, 1.3025351460730992, 4.353142970313027, 4.645565285877445, 7.195846383097189, 8.165210091251716, 1.3331807627616392, 4.353142970313027, 7.19584638309718, 0.03028474601395459, 0.040753319975962654, 0.0908075411585898, 0.10003126238419036, 0.07103806598991724, 0.0908075411585898, 0.10003126238419213, 0.017242173020157736, 0.05655741902143596, 0.01393976936149599, 0.07856987074284838, 0.038804657512461205, 0.11770334643859037, 0.06998659989411493, 0.10930184589539316, 0.038804657512461205, 0.0, 0.10191609128540335, 0.08144728011103908, 0.10668933294054206, 0.06578327201503775, 0.10781011182267619, 0.046529875327047776, 0.10191609128540335, 0.08144728011103908, 0.10668933294054206, 0.06578327201503775, 0.10781011182267619, 0.046529875327047776, 0.6207879674357919, 0.3296703296703285, 0.7142857142857171, 0.6593406593406606, 0.7142857142857135, 0.989010989010989, 1.4285714285714288, 1.758241758241759, 0.7142857142857135, 1.373626373626374, 0.0, 0.989010989010989]"
"[ 1.78376126  3.78312238  5.99958685  7.99889619  9.77881886 11.7489474
  3.1141506  14.60310789  6.3002035   6.99988234]","[1.8, 3.8000000000000003, 6.0, 8.0, 10.0, 12.0, 2.8, 14.4, 6.3, 7.0]","[1.8, 3.8000000000000003, 6.0, 8.0, 10.0, 12.0, 2.8, 14.4, 3.6, 7.0]",2.142857142857144,"[1.29008222970816, 4.620601430941212, 1.3455564554257755, 8.12769656649825, 4.377798049519421, 0.0, 4.6206014309411945, 1.3455564554257755, 4.377798049519421, 1.3421326719322462, 1.3832173091794768, 1.413272791917091, 1.3421326719322462, 1.3832173091794768, 1.413272791917091, 1.3434933653031997, 1.3886579845727436, 1.4255064469474696, 1.3434933653031997, 1.3886579845727436, 1.4255064469474696, 1.2498168463981845, 1.3244414962833435, 1.2037074326559907, 1.352841666625089, 1.1518250858554904, 1.3752389497292121, 1.2498168463981845, 1.3244414962833435, 1.2037074326559907, 1.352841666625089, 1.1518250858554904, 0.5757965154224465, 0.905466845092775, 0.13848919886326883, 0.6593406593406606, 0.7142857142857153, 0.9890109890109908, 1.4285714285714306, 1.758241758241759, 0.7142857142857153, 1.373626373626374, 0.0, 0.9890109890109908]"
"[1.67259806e+00 3.61739600e+00 5.15063159e-03 5.47059353e-03
 1.82293257e+00 2.35880723e-01 7.86166195e-02 1.96481049e-01
 6.30001341e+00 7.00001438e+00]","[1.7000000000000002, 3.6, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 6.3, 7.0]","[1.7000000000000002, 3.6, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 3.6, 7.0]",2.142857142857146,"[3.275432502409352, 1.5906546881160395, 7.961863350993262, 1.0434545963530688, 9.22066023467773, 4.126197045500897, 4.866087190525391, 3.552713678800501e-15, 7.961863350993259, 1.0434545963530724, 9.220660234677734, 1.8402880942003765, 2.0831937052695775, 2.318996978477527, 1.8402880942003765, 2.0831937052695775, 2.318996978477527, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 1.590654688116043, 0.8763689738303295, 1.206039303500658, 0.16208325954461245, 0.821423918885273, 0.5522024547411029, 0.9890109890109926, 1.4285714285714306, 1.7582417582417609, 0.7142857142857153, 1.3736263736263759, 0.0, 0.9890109890109926]"
"[ 1.99442943  3.9888686   5.95121512  7.9944586   9.99392914 11.98056905
 13.82132991 15.98108278  6.31506002  7.01666653]","[2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 6.3, 7.0]","[1.7000000000000002, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 6.3, 7.0]",8.410294068072108,"[1.599334810197437, 3.4937469983468876, 3.3172122595277846, 6.810959257874672, 3.3172122595277846, 0.0, 8.48264598951603, 8.542550929392823, 8.589916518627195, 8.48264598951603, 8.542550929392823, 8.589916518627195, 8.484187917034584, 8.548716261926566, 8.603779604717342, 8.484187917034584, 8.548716261926566, 8.603779604717342, 8.485729844553138, 8.55488159446031, 8.61764269080749, 8.485729844553138, 8.55488159446031, 8.61764269080749, 7.696008353786395, 8.025678683456723, 6.981722639500681, 7.64106329884134, 6.267436925214967, 7.256447914225955, 7.696008353786395, 8.025678683456723, 6.981722639500681, 7.64106329884134, 6.267436925214967, 7.256447914225955]"
"[ 1.90705957  3.66223237  5.74648581  7.65703036  9.82728645 11.91910275
 12.55206217 11.41536175  6.30229815  7.01688139]","[1.9000000000000001, 3.6, 5.7, 7.6000000000000005, 10.0, 12.0, 12.6, 11.200000000000001, 6.3, 7.0]","[1.9000000000000001, 3.6, 5.7, 7.6000000000000005, 10.0, 12.0, 12.6, 11.200000000000001, 3.6, 7.0]",2.142857142857144,"[1.2971174184034062, 4.634704587574587, 1.3385648937244756, 4.363869333592156, 0.0, 4.634704587574605, 1.3385648937244756, 8.148889572018426, 4.363869333592156, 1.3243540825382745, 1.2588603262310265, 1.3405283216736894, 1.3456151963052339, 1.3243540825382745, 1.2588603262310265, 1.3405283216736876, 1.3456151963052339, 1.3437282421498544, 1.3827435877874645, 1.414103296481155, 1.3437282421498544, 1.3827435877874645, 1.414103296481155, 1.3156096789003051, 1.2730799330168665, 1.328528200782225, 1.243534286800882, 1.335853064624775, 1.3156096789003051, 1.2730799330168665, 1.328528200782225, 1.243534286800882, 1.335853064624775, 1.2085260370004072, 0.5828317041176927, 0.9125020337880212, 0.1314540101680226, 0.6593406593406606, 0.7142857142857153, 0.9890109890109908, 1.4285714285714306, 1.758241758241759, 0.7142857142857153, 1.373626373626374, 0.0, 0.9890109890109908]"
