pareto_points,approximated_pareto_points,grid_points_with_highest_costs,differences,difference_with_previous_champs
"[6.10489306e-01 1.42967014e+00 2.20294041e+00 2.97215570e+00
 3.65433567e+00 4.34328851e+00 4.60903392e+00 5.47115606e+00
 2.35617414e-03 1.97718127e+01 5.22216323e+00 2.34842645e+01
 4.50767374e+00 1.35802592e+01]","[0.6000000000000001, 1.4000000000000001, 2.1, 2.8000000000000003, 3.5, 4.2, 4.8999999999999995, 5.6000000000000005, 0.0, 20.0, 5.5, 24.0, 3.9000000000000004, 14.0]","[0.6000000000000001, 1.4000000000000001, 1.7999999999999998, 2.8000000000000003, 3.5, 4.2, 4.8999999999999995, 5.6000000000000005, 0.0, 20.0, 5.5, 24.0, 3.9000000000000004, 14.0]",2.277371778634091,"[0.16025471717352602, 4.431868813907183, 0.5290926993507945, 0.0033688832120937207, 1.1056722859915773, 0.008799122314211871, 3.7858627651401235, 4.3450763745477445, 2.674742552959774, 3.685023293782006, 1.7435394251618135, 3.0736957161287393, 2.2740028954219973, 0.00481401384030633, 0.07088600918853771, 0.0016585747009045804, 0.2531661983478628, 0.030966098216513416, 0.0, 0.00481401384030633, 0.07088600918853771, 0.0016585747009045804, 0.2531661983478628, 0.030966098216513416, 2.2773717786339382, 2.277371778633942, 2.277371778633942, 2.2773717786339382, 2.277371778633956, 2.277371778633942, 2.2773717786339382, 2.277371778633942, 2.277371778633942, 2.2773717786339382, 2.277371778633956, 2.277371778633942, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.277371778634091, 2.753732810152705, 1.801010747115484, 3.2300938416713123, 1.3246497155968768, 3.7064548731899265, 0.8482886840782626, 2.021208450436859, 2.53353510683133, 1.76504512223962, 2.789698435028569, 5.014005060606326, 3.0458617632258083]"
"[ 1.97015445  3.91699885  2.26696173  2.83016063  5.07857357 10.04535892
  4.84229276  5.51203695  3.350107   14.83398051  9.93130786 21.7833835
 24.59755276  6.81571762]","[2.0, 4.0, 2.4, 2.8000000000000003, 5.0, 10.2, 4.8999999999999995, 5.6000000000000005, 3.6, 15.0, 9.9, 21.599999999999998, 24.7, 7.0]","[1.7000000000000002, 4.0, 2.4, 2.8000000000000003, 5.0, 10.2, 4.8999999999999995, 5.6000000000000005, 3.6, 15.0, 9.9, 21.599999999999998, 24.7, 7.0]",2.558013781192262,"[0.9072182458090978, 0.8536111932851256, 0.7971843420980385, 1.650795535383164, 0.7971843420980385, 0.0, 2.980403771245097, 2.566793536177901, 2.565111846784113, 2.580049759908171, 2.592007013799112, 2.5977386620927767, 2.7904384500481143, 2.829036488912461, 2.7147445692802314, 2.783509647230094, 2.652831360250751, 2.741743379509078, 2.5648943084238596, 2.5533191764825673, 2.573938029209369, 2.550826002338937, 2.6208675107403607, 2.5505424946528095, 2.5648943084238596, 2.5533191764825673, 2.573938029209369, 2.550826002338937, 2.585115068739295, 2.5505424946528095, 2.4526848379314607, 2.452140497591685, 2.4573066032946187, 2.452894179154608, 2.4665869068445687, 2.4550104838537052, 2.4526848379314607, 2.452140497591685, 2.4573066032946222, 2.452894179154608, 2.466586906844576, 2.4550104838537052, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.558013781192262, 2.3018504529950263, 2.814177109389501, 2.0456871247977872, 1.7895237966005482, 3.0343748127108725, 2.081652749673651, 3.510735844229483, 5.1148189387854135, 3.987096875748094, 1.865859000418709]"
"[ 0.67063549  1.41994661  2.24502473  2.91752096  3.81039298  4.22428186
 13.85222994 15.84411332  7.13540566 19.9602674  21.15546533 22.57675657
 24.1742188  27.90918258]","[0.7000000000000001, 1.4000000000000001, 2.1, 2.8000000000000003, 4.0, 4.2, 14.0, 16.0, 7.2, 20.0, 20.900000000000002, 22.8, 24.7, 28.0]","[0.8, 1.4000000000000001, 2.1, 2.8000000000000003, 4.0, 4.2, 14.0, 16.0, 7.2, 20.0, 20.900000000000002, 22.8, 24.7, 28.0]",4.435237697119462,"[4.431868813907357, 0.003368883212104379, 0.16362360038565527, 0.00879912231422253, 0.5324615825629486, 0.07846769815484578, 0.003368883212104379, 0.0, 0.16362360038565527, 0.00879912231422253, 0.5324615825629486, 0.07846769815484578, 4.435237697118971, 4.435237697118962, 4.435237697119005, 4.435237697118975, 4.435237697119057, 4.435237697118991, 4.435237697118971, 4.435237697118962, 4.435237697119005, 4.435237697118975, 4.435237697119057, 4.435237697118991, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.435237697119462, 4.179074368922224, 4.691401025316699, 3.922911040724987, 3.666747712527748, 4.1790743689222225, 3.922911040724985, 3.666747712527748]"
"[ 1.97684558  3.90771548  5.73736313  7.9873389   9.99367713 11.71182334
  5.01260002  5.64978872  6.58319709  7.00617315  8.07819522 23.99360813
 25.99967926 27.99840582]","[2.0, 4.0, 5.7, 8.0, 10.0, 12.0, 4.8999999999999995, 5.6000000000000005, 6.3, 7.0, 7.700000000000001, 24.0, 26.0, 28.0]","[1.7000000000000002, 4.0, 5.7, 8.0, 10.0, 12.0, 4.8999999999999995, 5.6000000000000005, 6.3, 7.0, 7.700000000000001, 24.0, 26.0, 28.0]",1.868644224754192,"[0.6753575573862456, 0.623568034795472, 0.5697186325724743, 1.1932866673679463, 0.5697186325724743, 0.0, 1.8303812166289237, 1.9103610975376455, 1.7956984702616055, 1.7647105558015141, 1.8303812166289237, 1.7956984702616055, 1.7647105558015141, 1.864435143198584, 1.8606123998553237, 1.8571886226827345, 1.864435143198584, 1.8606123998553237, 1.8571886226827345, 1.866980475064194, 1.867005256763484, 1.8669950191080726, 1.8669780095307118, 1.8671046243152016, 1.8669783264591384, 1.866980475064194, 1.867005256763484, 1.8669950191080726, 1.8669780095307118, 1.8671046243152016, 1.8669783264591384, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.868644224754192, 1.6124808965569528, 1.3563175683597173, 1.1001542401624782, 1.6124808965569528, 1.3563175683597173, 1.1001542401624782]"
"[ 0.71077114  1.41572267  5.9802208   7.73583876  3.6834235   4.14917538
  5.23517235  5.66545101 11.63227259  7.63327556  9.81133171 23.89035935
 25.42152645  8.77342718]","[0.7000000000000001, 1.4000000000000001, 6.0, 7.6000000000000005, 3.5, 4.2, 4.8999999999999995, 5.6000000000000005, 11.700000000000001, 8.0, 9.9, 24.0, 26.0, 8.399999999999999]","[0.8, 1.4000000000000001, 6.0, 7.6000000000000005, 3.5, 4.2, 4.8999999999999995, 5.6000000000000005, 11.700000000000001, 8.0, 9.9, 24.0, 26.0, 8.399999999999999]",5.264752162853103,"[5.215458891780809, 0.049293271072293976, 0.3172690885514591, 0.06352209969969991, 0.8015436885200948, 0.19047308047341716, 0.049293271072293976, 0.0, 0.3172690885514591, 0.06352209969969991, 0.8015436885200948, 0.19047308047341716, 5.264752162853064, 5.2647521628530285, 5.2647521628529965, 5.264752162853064, 5.264752162853149, 5.2647521628530285, 5.2647521628529965, 5.264752162853071, 5.264752162853071, 5.264752162853075, 5.264752162853071, 5.264752162853075, 5.264752162853071, 5.264752162853071, 5.264752162853071, 5.264752162853075, 5.264752162853071, 5.264752162853075, 5.264752162853071, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.264752162853103, 5.008588834655868, 4.752425506458632, 4.496262178261393, 5.741113194371714, 8.297918351964867, 6.217474225890324, 5.048958413598161, 6.693835257408933, 5.305121741795396]"
"[ 1.9843499   3.89242198  5.9711557   7.9621161   9.96542494 11.880562
 13.67155463 15.96992162 11.69183886 19.94011948 21.92371641 23.88375649
 25.99996462 27.99983277]","[2.0, 3.8000000000000003, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 11.700000000000001, 20.0, 22.0, 24.0, 26.0, 28.0]","[1.7000000000000002, 3.8000000000000003, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 11.700000000000001, 20.0, 22.0, 24.0, 26.0, 28.0]",1.6185101741120427,"[0.5936118745544547, 0.5400981070649138, 0.48480019249267414, 1.024898299557588, 2.2636748929822996, 0.48480019249267414, 0.0, 1.5460791995870409, 1.4796202516251924, 1.419352869115027, 1.5460791995870409, 1.4796202516251924, 1.419352869115027, 1.6139708847048162, 1.609820521972253, 1.6060727961226782, 1.6139708847048162, 1.609820521972253, 1.6060727961226782, 1.6182060703537964, 1.6179265288521805, 1.6176724730378602, 1.6182060703537964, 1.6179265288521805, 1.6176724730378602, 1.618507574665884, 1.6185143392235481, 1.6185065494720199, 1.618520056241472, 1.6185071019170536, 1.6185273062803542, 1.618507574665884, 1.6185065494720199, 1.6185071019170536, 1.6185074572876808, 1.6185051642409132, 1.6185033025465358, 1.6185074572876808, 1.6185051642409132, 1.6185033025465358, 1.3623468459148036, 1.106183517717568, 0.850020189520329, 1.3623468459148036, 1.1061835177175645, 0.850020189520329]"
"[ 1.97015445  3.92624633  2.09270066  2.82871103  5.15671817  3.91102374
  4.91768331 15.05164545  3.32102977 19.44845406 19.41536181 23.78589183
 25.99985971 27.99479376]","[2.0, 4.0, 2.1, 2.8000000000000003, 5.0, 4.2, 4.8999999999999995, 15.200000000000001, 3.6, 19.0, 19.8, 24.0, 26.0, 28.0]","[1.7000000000000002, 4.0, 2.1, 2.8000000000000003, 5.0, 4.2, 4.8999999999999995, 15.200000000000001, 3.6, 19.0, 19.8, 24.0, 26.0, 28.0]",1.6433314652974484,"[0.599576474467499, 0.548380991286816, 0.49537399954313344, 1.0437549908299495, 0.49537399954313344, 0.0, 1.2027964397318627, 1.1942189348277257, 1.2331618071780532, 1.2047615728435268, 1.278957534376648, 1.219863130735206, 1.2027964397318627, 1.1942189348277257, 1.2331618071780532, 1.2047615728435268, 1.278957534376648, 1.219863130735206, 1.6433314652974484, 1.6433314652974502, 1.6433314652974484, 1.6433314652974502, 1.6433314652974698, 1.643331465297452, 1.6433314652974627, 1.6433314652974662, 1.6433314652974573, 1.6433314652974627, 1.6433314652974538, 1.6433314652974609, 1.6433314652974396, 1.6433314652974396, 1.6433314652974396, 1.6433314652974396, 1.6433314652974413, 1.6433314652974396, 1.6433314652974467, 1.6433314652974502, 1.6433314652974467, 1.643331465297445, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.6433314652974484, 1.3871681371002111, 1.1310048089029738, 0.8748414807057365, 1.3871681371002111, 1.1310048089029738, 0.8748414807057365]"
"[ 1.97684558  3.90771548  5.9773691   7.92330418  9.99367713 11.71182334
 13.63285739 14.70505422  6.58345408  6.97083735  8.72854482 23.99360813
 25.99967926 27.99840582]","[2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 13.299999999999999, 14.4, 6.3, 7.0, 8.8, 24.0, 26.0, 28.0]","[1.7000000000000002, 4.0, 6.0, 8.0, 10.0, 12.0, 13.299999999999999, 14.4, 6.3, 7.0, 8.8, 24.0, 26.0, 28.0]",1.7796030452591864,"[0.6454096883762404, 0.5938549237719535, 0.5403384331109926, 1.134193356882946, 0.5403384331109926, 0.0, 1.737450147595812, 1.6987545325407574, 1.6636440262570993, 1.737450147595812, 1.6987545325407574, 1.6636440262570993, 1.7767316826166866, 1.7740872698338919, 1.7716785424003163, 1.7767316826166866, 1.7740872698338919, 1.7716785424003163, 1.7795042772863372, 1.779716554566086, 1.7794205769152853, 1.7793522206398205, 1.7795042772863372, 1.779716554566086, 1.7794205769152853, 1.7798444302431289, 1.7793522206398205, 1.7794413869289443, 1.7794450923262453, 1.7794405277483225, 1.7794409229979564, 1.7794497399671023, 1.7794396667379218, 1.7794413869289443, 1.7794450923262453, 1.7794405277483225, 1.7794409229979564, 1.7794497399671023, 1.7794396667379218, 1.7796030452591864, 1.7796030452591864, 1.7796030452591864, 1.7796030452591864, 1.7796030452591864, 1.7796030452591864, 1.7796030452591864, 1.7796030452591864, 1.7796030452591864, 1.5234397170619474, 1.2672763888647118, 1.0111130606674728, 1.5234397170619474, 1.2672763888647118, 1.0111130606674728]"
"[ 0.69811154  1.38035577  2.29495361  3.34776847  4.64540751  3.54254968
  5.0562124   6.03040483  7.32971093  6.41952496 20.80614371 22.58348463
  8.81551089 21.03574741]","[0.7000000000000001, 1.4000000000000001, 2.4, 3.2, 4.5, 3.5999999999999996, 4.8999999999999995, 6.4, 7.2, 6.0, 20.900000000000002, 22.8, 9.1, 21.0]","[0.8, 1.4000000000000001, 2.4, 3.2, 4.5, 3.5999999999999996, 4.8999999999999995, 6.4, 7.2, 6.0, 20.900000000000002, 22.8, 9.1, 21.0]",4.876358843336984,"[4.848568181543467, 0.0277906617935173, 0.2453295580881587, 0.03789983544930564, 0.6755546953532843, 0.13803018280326285, 0.0277906617935173, 0.0, 0.2453295580881587, 0.03789983544930564, 0.6755546953532843, 0.13803018280326285, 4.8763588433366465, 4.876358843336934, 4.876358843336941, 4.876358843336886, 4.876358843336854, 4.876358843336842, 4.8763588433366465, 4.876358843336934, 4.876358843336941, 4.876358843336886, 4.876358843336854, 4.876358843336842, 4.876358843337025, 4.8763588433369485, 4.876358843336783, 4.876358843336915, 4.876358843336991, 4.8763588433368845, 4.87635884333692, 4.876358843336783, 4.876358843336865, 4.876358843337018, 4.876358843336824, 4.876358843336979, 4.87635884333724, 4.876358843337268, 4.876358843337179, 4.8763588433372345, 4.876358843337126, 4.876358843337201, 4.876358843337107, 4.876358843336979, 4.87635884333698, 4.876358843336977, 4.876358843336975, 4.876358843336977, 4.876358843336863, 4.876358843336968, 4.876358843336972, 4.876358843336954, 4.876358843336943, 4.876358843336938, 4.876358843336956, 4.876358843336865, 4.876358843336929, 4.876358843337, 4.876358843336908, 4.876358843336982, 4.876358843336982, 4.876358843336989, 4.876358843336979, 4.876358843336977, 4.876358843336982, 4.876358843336989, 4.876358843336979, 4.876358843336977, 1.8431926542252235, 1.6273989049702777, 2.319553685743834, 1.8835622331675168, 2.7959147172624412, 2.139725561364756, 4.620195515139747, 5.132522171534221, 4.364032186942511, 5.388685499731459, 4.10786885874527, 5.644848827928698]"
"[ 1.9843499   3.9274955   5.9711557   7.97777723  9.97016174 11.880562
 13.67155463 15.97064346 11.69183886 19.94011948 21.92371641 22.83499608
 25.99996996 27.99983277]","[2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 11.700000000000001, 20.0, 22.0, 22.8, 26.0, 28.0]","[1.7000000000000002, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 11.700000000000001, 20.0, 22.0, 22.8, 26.0, 28.0]",1.7788781044938489,"[0.6451658637638111, 0.5936130104733195, 0.5400992302567182, 1.1337122407300377, 0.5400992302567182, 0.0, 1.7369690314429018, 1.6985153296864794, 1.6636440262570993, 1.7369690314429018, 1.6985153296864794, 1.6636440262570993, 1.7762505664637764, 1.7738480669796157, 1.7716785424003163, 1.7762505664637764, 1.7738480669796157, 1.7716785424003163, 1.7787010078263936, 1.7785381316404187, 1.778390013977198, 1.7787010078263936, 1.7785381316404187, 1.778390013977198, 1.7788764299942486, 1.7788806900664014, 1.778875672099101, 1.7788841781707827, 1.778875833312016, 1.7788885572844784, 1.7788764299942486, 1.778875672099101, 1.778875833312016, 1.778876777757052, 1.7788757005969735, 1.77887487657188, 1.778876777757052, 1.7788796764246566, 1.7788757005969735, 1.77887487657188, 1.5227147762966116, 1.266551448099376, 1.0103881199021387, 1.5227147762966116, 1.2665514480993743, 1.0103881199021352]"
