pareto_points,approximated_pareto_points,grid_points_with_highest_costs,differences,difference_with_previous_champs
[1.97844149 3.99826329 5.87178438 0.1598271  4.58909584 4.20496885],"[2.0, 4.0, 6.0, 0.0, 4.5, 4.2]","[2.0, 4.0, 6.0, 1.2, 4.5, 4.2]",1.56235879,
[1.97844149 3.99826329 5.87178438 0.1598271  4.58909584 4.20496885],"[2.0, 4.0, 6.0, 0.0, 4.5, 4.2]","[1.8, 4.0, 6.0, 0.0, 4.5, 4.2]",1.551786601,"[1.1491269356199982, 0.40265966587530144, 0.02846041837662483, 0.40265966587530144, 0.0, 0.02846041837662483, 0.7989180336880479, 0.5422309839366393, 0.560232868296906, 0.5245835801219756, 0.15029365240940384, 0.018511680375930428, 1.5472934681466448, 1.6804976910331617, 1.750698011192183, 1.4137909724045237, 1.5222515818782094, 1.4257196835567165, 1.3233401721813252, 1.348382058449764, 1.2969306684242254, 1.3528751917984123, 1.3098158732484078, 1.481586281336278]"
"[1.99929892e+00 3.97413296e+00 5.97833479e+00 4.69300955e-04
 3.94284637e+00 4.46454658e+00]","[2.0, 4.0, 6.0, 0.0, 4.0, 4.2]","[1.8, 4.0, 6.0, 0.0, 4.0, 4.2]",1.551786601,"[1.1491269356199973, 0.40265966587530144, 0.02846041837662483, 0.40265966587530144, 0.0, 0.02846041837662483, 0.7989180336880475, 0.5422309839366388, 0.5602328682969056, 0.5245835801219751, 0.1502936524094034, 0.018511680375929984, 1.755191144540837, 1.5562797348439537, 1.5267447152268634, 1.6849908243818157, 1.5003352114697637, 1.4182841057531776, 1.3233401721813247, 1.3483820584497637, 1.296930668424225, 1.3528751917984119, 1.3098158732484073, 1.4815862813362775]"
[1.99999157 3.95697456 5.9497699  0.05024867 3.71319673 4.47717714],"[2.0, 4.0, 6.0, 0.0, 3.5, 4.2]","[1.8, 4.0, 6.0, 0.0, 3.5, 4.2]",1.551786601,"[1.1491269356199978, 0.402659665875301, 0.028460418376624386, 0.402659665875301, 0.0, 0.028460418376624386, 0.7989180336880475, 0.5422309839366384, 0.5602328682969056, 0.5245835801219751, 0.1502936524094034, 0.018511680375930428, 1.3233401721813252, 1.3483820584497606, 1.2969306684242254, 1.3528751917984154, 1.3098158732484082, 1.4815862813362775, 1.3233401721813252, 1.348382058449764, 1.2969306684242254, 1.3528751917984119, 1.3098158732484073, 1.4815862813362775]"
[1.99897119 3.97764713 5.97833479 0.10770579 3.93396306 4.46378114],"[2.0, 4.0, 6.0, 0.0, 4.0, 4.2]","[1.8, 4.0, 6.0, 0.0, 4.0, 4.2]",1.551786601,"[1.1491269356199973, 0.40265966587530144, 0.02846041837662483, 0.40265966587530144, 0.0, 0.02846041837662483, 0.7989180336880475, 0.5422309839366388, 0.5602328682969056, 0.5245835801219751, 0.1502936524094034, 0.018511680375929984, 1.755191144540837, 1.5562797348439537, 1.5267447152268634, 1.6849908243818157, 1.5003352114697637, 1.4182841057531776, 1.3233401721813247, 1.3483820584497637, 1.296930668424225, 1.3528751917984119, 1.3098158732484073, 1.4815862813362775]"
[1.97844149 3.96672393 5.87178438 0.01726354 4.57618581 4.20496885],"[2.0, 4.0, 6.0, 0.0, 4.5, 4.2]","[1.8, 4.0, 6.0, 0.0, 4.5, 4.2]",1.551786601,"[1.1491269356199982, 0.40265966587530144, 0.02846041837662483, 0.40265966587530144, 0.0, 0.02846041837662483, 0.7989180336880479, 0.5422309839366393, 0.560232868296906, 0.5245835801219756, 0.15029365240940384, 0.018511680375930428, 1.5472934681466448, 1.6804976910331617, 1.750698011192183, 1.4137909724045237, 1.5222515818782094, 1.4257196835567165, 1.3233401721813252, 1.348382058449764, 1.2969306684242254, 1.3528751917984123, 1.3098158732484078, 1.481586281336278]"
[1.97844007 3.96868872 5.87385396 0.0119849  3.73149177 4.19996328],"[2.0, 4.0, 6.0, 0.0, 3.5, 4.2]","[1.8, 4.0, 6.0, 0.0, 3.5, 4.2]",1.551786601,"[1.1491269356199978, 0.402659665875301, 0.028460418376624386, 0.402659665875301, 0.0, 0.028460418376624386, 0.7989180336880475, 0.5422309839366384, 0.5602328682969056, 0.5245835801219751, 0.1502936524094034, 0.018511680375930428, 1.3233401721813252, 1.3483820584497606, 1.2969306684242254, 1.3528751917984154, 1.3098158732484082, 1.4815862813362775, 1.3233401721813252, 1.348382058449764, 1.2969306684242254, 1.3528751917984119, 1.3098158732484073, 1.4815862813362775]"
[1.99977998 3.99998159 5.92474028 0.02816097 3.71270313 4.2014744 ],"[2.0, 4.0, 6.0, 0.0, 3.5, 4.2]","[1.8, 4.0, 6.0, 0.0, 3.5, 4.2]",1.551786601,"[1.1491269356199978, 0.402659665875301, 0.028460418376624386, 0.402659665875301, 0.0, 0.028460418376624386, 0.7989180336880475, 0.5422309839366384, 0.5602328682969056, 0.5245835801219751, 0.1502936524094034, 0.018511680375930428, 1.3233401721813252, 1.3483820584497606, 1.2969306684242254, 1.3528751917984154, 1.3098158732484082, 1.4815862813362775, 1.3233401721813252, 1.348382058449764, 1.2969306684242254, 1.3528751917984119, 1.3098158732484073, 1.4815862813362775]"
[1.99953193 3.97882972 5.82543386 0.08083743 3.90540015 4.46283141],"[2.0, 4.0, 5.7, 0.0, 4.0, 4.2]","[1.8, 4.0, 5.7, 0.0, 4.0, 4.2]",1.523589283,"[1.1342020059592475, 0.38938727719554755, 0.027363043298456624, 0.38938727719554755, 0.0, 0.027363043298456624, 1.2669022334033864, 2.2764578509620463, 1.284904117763653, 0.721425220425246, 0.6570618609675423, 0.3671442159038518, 0.2700504320077437, 1.7269938262003333, 1.5280824165034494, 1.4985473968863592, 1.656793506041312, 1.4721378931292595, 1.3900867874126739, 1.2951428538408205, 1.3201847401092595, 1.2687333500837208, 1.324677873457908, 1.2816185549079036, 1.4533889629957732]"
[1.99566763 3.97457578 5.82669306 0.08083743 3.92526957 4.4619217 ],"[2.0, 4.0, 5.7, 0.0, 4.0, 4.2]","[1.8, 4.0, 5.7, 0.0, 4.0, 4.2]",1.523589283,"[1.1342020059592475, 0.38938727719554755, 0.027363043298456624, 0.38938727719554755, 0.0, 0.027363043298456624, 1.2669022334033864, 2.2764578509620463, 1.284904117763653, 0.721425220425246, 0.6570618609675423, 0.3671442159038518, 0.2700504320077437, 1.7269938262003333, 1.5280824165034494, 1.4985473968863592, 1.656793506041312, 1.4721378931292595, 1.3900867874126739, 1.2951428538408205, 1.3201847401092595, 1.2687333500837208, 1.324677873457908, 1.2816185549079036, 1.4533889629957732]"
[1.96489307 3.98371843 5.98886487 0.40350526 3.72265062 4.21067211],"[2.0, 4.0, 6.0, 0.4, 3.5, 4.2]","[1.8, 4.0, 6.0, 0.4, 3.5, 4.2]",1.513314587,"[1.1287635767325908, 0.3845510100811138, 0.02696317563854933, 0.3845510100811138, 0.0, 0.02696317563854933, 0.9211216181925237, 0.7342310785603785, 0.7470324284485161, 2.540517608187028, 1.1390246591011328, 1.0072426870676598, 0.5105779849309036, 1.2848681574997305, 1.3099100437681663, 1.2584586537426308, 1.3144031771168208, 1.2713438585668135, 1.4431142666546832, 1.2848681574997305, 1.3099100437681694, 1.2584586537426308, 1.3144031771168176, 1.271343858566813, 1.4431142666546832]"
