pareto_points,approximated_pareto_points,grid_points_with_highest_costs,differences,difference_with_previous_champs
"[ 1.99898681  3.99603863  5.99827067  7.99825411  9.99682591 11.99162882
  4.40934257  5.05150337 16.39617256 19.94962454 10.11301974 23.73983152
  7.93470231 12.16040328]","[2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 4.199999999999999, 4.800000000000001, 16.2, 20.0, 9.9, 24.0, 7.800000000000001, 12.6]","[1.8, 4.0, 6.0, 8.0, 10.0, 12.0, 4.199999999999999, 4.800000000000001, 16.2, 20.0, 9.9, 24.0, 7.800000000000001, 12.6]",3.455298702154547,"[2.5936770842382106, 0.8616216179163363, 0.059965333423225076, 0.8616216179163363, 0.0, 0.059965333423225076, 1.2578799857290832, 0.5422309839366584, 0.5917377833434969, 1.2578799857290832, 0.5422309839366282, 0.5917377833435111, 1.6541383535418035, 1.0844619678732546, 1.123510233263783, 1.6541383535418284, 1.0844619678732776, 1.123510233263783, 3.4078651109150506, 3.9370644326037336, 3.430790343872232, 3.5018808912811146, 2.914112330729541, 3.510403565064749, 3.40786511091504, 3.9370644326037194, 3.430790343872225, 3.5018808912811004, 2.9141123307295373, 3.5104035650647383, 3.461326643402657, 3.542052278844551, 3.2777861729604574, 3.8046056749687764, 3.257154024139215, 3.26205698177532, 3.204443323159232, 3.2083155240363226, 3.4562926640375125, 3.4290291963342057, 3.4165222857997968, 3.488144049933073, 3.461926297517202, 3.4851175617916503, 3.390220650104311, 3.375839295043093, 3.3766889973043845, 3.393676526721306, 3.9883403705538143, 3.423742004644401, 3.5137297701142245, 2.48151016503466, 3.5242137479277496, 3.4448147243410254, 3.755624577742889, 3.919425324780608, 3.133308900942744, 3.3863836563813265, 3.1611425602978382]"
"[ 0.78596617  1.40408714  5.88773614  7.86608052  5.80837958 11.97085333
 13.49789149 15.64222896 10.68323183  8.45439797  8.2933917  14.20723057
  8.44301216  9.81524562]","[0.8, 1.4000000000000001, 6.0, 8.0, 6.0, 12.0, 13.299999999999999, 16.0, 10.8, 8.0, 8.8, 14.399999999999999, 7.800000000000001, 9.799999999999999]","[0.8, 1.0, 6.0, 8.0, 6.0, 12.0, 13.299999999999999, 16.0, 10.8, 8.0, 8.8, 14.399999999999999, 7.800000000000001, 9.799999999999999]",1.3393571212746842,"[1.2650361311576077, 0.026125117788375007, 0.14405324887659, 0.9537975894919093, 0.14904988692086896, 0.44397632988949454, 0.4768324880439323, 0.12185978132598763, 0.12544516754379842, 0.26946776522101956, 0.06080957345177751, 0.9422428225976169, 1.113271524093392, 1.0438690383119678, 1.0485800344545204, 1.113271524093392, 1.0438690383119642, 1.048580034454524, 1.3415792123767734, 1.3315497922236617, 1.304539938991681, 1.4031886796981858, 1.3190947915492686, 1.3990451112768483, 1.2963507097118825, 1.2943904531761703, 1.294269400216411, 1.299339891761683, 1.4649543104465508, 1.3020892862457778, 1.22124866588379, 1.2427363433008658, 1.2146903281892794, 1.2165575875959007, 1.3379931958346472, 1.3446352988400143, 1.3739194817910914, 1.3140258020498035, 1.3551753541471676, 1.315078499834927, 1.3661288141817227, 1.3398768680143842, 1.3365206063420931, 1.3561468324568953, 1.3336402150789333, 1.325424191914344, 1.3419897421222142, 1.3394028611350475, 1.3391125571944364, 1.3409519585219343, 1.3388737051577007, 1.3382569765684575, 1.3392384306455032, 1.3398337399337006, 1.3428344633171783, 1.3376458333316616, 1.340854030463019, 1.3376843668637655, 1.2777349458414466, 1.8723987896739516, 1.3078004237645384, 1.3977881892343618, 0.3655685841547971, 1.4082721670478886, 0.8063154528754062, 0.8647465208351015, 0.7446932774421811, 0.875230498648623, 0.7747587553652693, 1.175556374236967]"
"[ 1.99999153  3.99857745  5.99358653  7.99697371  9.99732488 11.99887745
 13.97899192 15.98279572  7.86786295  6.75985808 21.7916265  22.27485323
  6.75105984 13.43558886]","[2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 8.1, 7.0, 22.0, 22.8, 6.5, 14.0]","[1.8, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 8.1, 7.0, 22.0, 22.8, 6.5, 14.0]",3.561396697987025,"[2.6498350885499793, 0.9115616094370456, 0.06409442453267467, 0.9115616094370456, 0.0, 0.06409442453267467, 1.3078199772497943, 0.5422309839366619, 0.5958668744529483, 1.3078199772497943, 0.5422309839366282, 0.5958668744529607, 1.7040783450625128, 1.0844619678732563, 1.127639324373236, 1.7040783450625394, 1.084461967873283, 1.127639324373236, 2.100336712875265, 1.6266929518098845, 1.659411774293524, 2.1003367128752863, 1.6266929518098845, 1.659411774293531, 3.55644018574057, 3.7179660263962315, 3.8150771559379217, 3.425087904184979, 3.5294510026713484, 3.435563132902841, 3.353797126986704, 3.372090185862656, 3.335708559460816, 3.375489708747213, 3.344379411364277, 3.4879277030174523, 3.4944743003181955, 3.472776927298546, 3.474275814933983, 3.534711105650273, 3.6396661069935003, 3.5365826100670192, 3.4780024512343175, 3.59146217591012, 3.623018873420266, 2.649230336300377, 4.1560605418195316, 2.441200576128219, 3.6814499413799426, 3.26107082239868, 2.939081021186876, 3.2505868445851593, 2.9669146805419695, 3.725197445024742, 3.070487010692328]"
"[ 1.97812561  3.09156454  2.35787192  2.97378215  3.92027561  5.73602182
 13.98177559 14.49059157  7.8308623  11.30258493  9.24266311 13.04018242
  8.79817471 10.4030652 ]","[2.0, 3.0, 2.4, 2.8000000000000003, 4.0, 6.0, 14.0, 14.4, 8.1, 11.0, 8.8, 13.2, 9.1, 9.799999999999999]","[2.0, 3.0, 2.4, 2.0, 4.0, 6.0, 14.0, 14.4, 8.1, 11.0, 8.8, 13.2, 9.1, 9.799999999999999]",1.056380768568431,"[0.9012952296476513, 0.14509621340125278, 0.006874740945345792, 1.0962291271710498, 1.2092405309351406, 0.2694107747991268, 2.778473246221978, 0.3540665816385804, 2.7243857472215502, 2.039004961310077, 1.0669324038467245, 0.9330920390850928, 1.6821969185381889, 0.815793913225022, 0.4659375762750493, 0.08928607148733647, 0.1856450276648225, 0.009989325519526915, 0.21315135256183737, 0.04813445926679094, 0.7438856354091996, 1.1362380222320425, 1.0580190045413254, 1.0473572778881, 1.1073824704386226, 1.0380388132307594, 1.0104020530034141, 1.0119606356976156, 0.9698752632676921, 1.010498875542897, 0.9732813872087824, 1.0826363709485278, 0.9863441742443975, 1.0432651950157918, 1.0396696378967611, 1.0399039686663194, 1.0568068984101657, 1.0625836084494473, 1.0442809158935518, 1.0820571710925861, 1.0429512056166033, 1.0563027988639995, 1.058825196546632, 1.0603276581775276, 1.0542166208025776, 1.0558774389866379, 1.054384748699956, 1.06188964122871, 1.0565901971333282, 1.0590171260179133, 1.0574003746349199, 1.0589239846817762, 1.0526926865385065, 1.0567767962853267, 1.0563875976835035, 1.0563443086438582, 1.0566201417474481, 1.056308804290488, 1.0562178656443741, 1.0569358875978985, 1.0563990908232306, 1.0566301684723207, 1.0564726663748374, 1.0566207630724627, 1.0561349195576142, 0.5233391001691636, 0.5817701681288412, 0.4617169247359243, 0.5922541459423663, 0.49178240265901607, 0.892580021530712, 0.5233391001691494, 0.5817701681288483, 0.4617169247359243, 0.5922541459423663, 0.49178240265901607, 0.892580021530712]"
"[ 1.99997293  3.99999288  5.09588556  3.34813615  9.98732445  3.5750176
 13.8074495   9.2522399  17.97691194 19.97174441 20.93863332 23.5359287
  8.50019867  9.47376711]","[2.0, 4.0, 5.1, 3.2, 10.0, 3.5999999999999996, 14.0, 9.600000000000001, 18.0, 20.0, 20.900000000000002, 24.0, 9.1, 9.799999999999999]","[1.8, 4.0, 5.1, 3.2, 10.0, 3.5999999999999996, 14.0, 9.600000000000001, 18.0, 20.0, 20.900000000000002, 24.0, 9.1, 9.799999999999999]",3.177666848703346,"[2.4467256672876587, 0.7309411814156874, 0.0491605372648074, 0.7309411814156874, 0.0, 0.0491605372648074, 3.9073090709369147, 3.1909555016270446, 4.046061210065119, 3.0503985972136753, 4.001553845306434, 3.132611947144106, 3.5266061213265445, 3.1833660741328984, 3.147576590767205, 3.385251388834554, 3.118921852244611, 3.0501149376436665, 2.892730263173572, 2.857490924204388, 2.858702326224975, 3.2075400653705586, 2.9736829109529843, 3.192803977936748, 3.150533049016296, 3.796453370660595, 3.1457877619039927, 2.7907349856180517, 2.680718488663363, 2.687988282294917, 3.191893988223775, 3.1258094991755527, 2.9039853169383463, 3.5330639565083644, 3.034924599742041, 3.512270412108485, 2.752786057202602, 2.6069185894447457, 2.6171689958392186, 2.752786057202595, 2.6069185894447386, 2.617168995839215, 3.081509906383239, 3.459697202472153, 3.0882535506682203, 2.877170023538831, 2.936523498712866, 2.8583407467761646, 2.8637417305761943, 2.644625180304079, 2.7030562482637563, 2.5830030048708394, 2.713540226077285, 2.6130684827939348, 3.0138661016656307, 2.644625180304068, 2.7030562482637635, 2.5830030048708394, 2.713540226077285, 2.6130684827939348, 3.0138661016656307]"
"[ 1.99496134  3.99066007  2.35035918  2.78437083  9.22506263 11.69068428
 13.97729339 15.57698657 17.80390365 19.75574179 11.49646653 13.59411176
  9.07506754 10.6488183 ]","[2.0, 4.0, 2.4, 2.8000000000000003, 9.0, 11.4, 14.0, 15.200000000000001, 18.0, 20.0, 11.0, 13.2, 9.1, 11.2]","[1.8, 4.0, 2.4, 2.8000000000000003, 9.0, 11.4, 14.0, 15.200000000000001, 18.0, 20.0, 11.0, 13.2, 9.1, 11.2]",3.3098945141540064,"[2.516714188260643, 0.7931803258933634, 0.054306535297588, 0.7931803258933634, 0.0, 0.054306535297588, 4.278684779932542, 3.3297448737601645, 3.2005790329350354, 3.9283723949896405, 3.0877297697036994, 2.7533061649666237, 2.3975234390417377, 2.488067063342463, 2.3046207365695963, 2.504564144372635, 2.3496152795956995, 3.009144230018938, 3.3135081458521096, 3.362552417561929, 3.2076523344854238, 3.5284349069651366, 3.196481262165671, 3.263081768574299, 3.461778213052284, 3.2662636450796203, 3.1759175589844766, 3.1899721902167837, 3.151491238061766, 3.1541410022013867, 3.2618934075091595, 3.4516856355222725, 3.265252845048705, 3.160734947460341, 3.207649952016787, 3.1741330166436104, 3.1764562835479104, 3.207649952016787, 3.1741330166436086, 3.1764562835479104, 3.3038856895437316, 3.299499896861791, 3.3037092285580894, 3.2997943640168526, 3.3139423906146224, 3.301031107540176, 3.3281092691073404, 3.3105442192935275, 3.318361501451003, 3.313099051431589, 3.3180532321388334, 3.299633811986194, 2.776852845754739, 2.8352839137144166, 2.7152306703215014, 2.8457678915279434, 2.745296148244595, 3.146093767116289, 3.784505114593589, 3.320378491967526, 3.2514634461943093, 3.620704367555872, 3.1898412707610824, 2.998388690755723]"
"[ 1.99966957  3.99996051  5.99768122  7.99978783  9.99528573 11.99884015
 13.98123563 15.69306558 17.93484881 19.95318766 11.46962698 10.45015501
 25.70482142 27.85087953]","[2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 18.0, 20.0, 11.0, 10.799999999999999, 26.0, 28.0]","[1.8, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 18.0, 20.0, 11.0, 10.799999999999999, 26.0, 28.0]",3.6367690633777396,"[2.689729919619957, 0.9470391437577828, 0.06702774444499937, 0.9470391437577828, 0.0, 0.06702774444499937, 1.343297511570528, 0.5422309839366601, 0.598800194365273, 1.343297511570528, 0.5422309839366282, 0.5988001943652836, 1.7395558793832482, 1.0844619678732546, 1.130572644285559, 1.7395558793832766, 1.084461967873283, 1.130572644285559, 2.1358142471960004, 1.626692951809881, 1.6623450942058486, 2.1358142471960218, 1.626692951809881, 1.6623450942058557, 2.5320726150087705, 2.168923935746525, 2.194117544126142, 2.5320726150087527, 2.168923935746511, 2.1941175441261347, 3.550878008087155, 3.480622189909303, 3.5482325317269154, 3.4857936368178297, 3.6917584939187282, 3.5065405800924996, 3.6334438413045422, 3.7419157351211805, 3.8072116858391585, 3.545437841157389, 3.6153419942822946, 3.552446044003803, 4.525580847249289, 4.860264522295715, 4.836072768995335, 4.525580847249289, 4.860264522295717, 4.836072768995338]"
"[ 0.87019521  2.11789369  2.48371777  2.96278574  2.91406067 11.69890292
  5.52688536  7.27231165 16.43932323 19.70428108  9.40394289  4.91599573
  8.80753105 10.40045046]","[0.9, 2.2, 2.4, 2.8000000000000003, 3.0, 11.4, 5.6, 7.2, 16.2, 20.0, 9.9, 4.8, 9.1, 9.799999999999999]","[0.9, 2.8000000000000003, 2.4, 2.8000000000000003, 3.0, 11.4, 5.6, 7.2, 16.2, 20.0, 9.9, 4.8, 9.1, 9.799999999999999]",1.0621546972974727,"[0.021044415572220032, 0.6637277638220311, 1.0460446763213476, 0.5814225547056573, 0.46587868984004643, 0.04846202160891977, 2.0173727770371546, 0.6587975671227504, 1.2944457261634206, 0.8742510246717359, 1.2705411986279351, 0.45968772701959537, 1.4399151027249815, 1.0700612962829048, 1.0184646909870239, 1.3050585902509582, 0.9730861553196384, 0.8367613762505357, 0.6880732781451258, 0.7263275375646323, 0.6484888728420621, 0.7332649112194147, 0.6677043074068365, 0.9413098148209613, 1.062031299077514, 1.0663805228268721, 1.062082029911032, 1.0623417485278601, 1.0690565623890684, 1.0623825220130811, 1.0641479685925113, 1.067705263318473, 1.063929093358528, 1.078010331578021, 1.071276076194252, 1.0623354097821363, 1.0611650391151741, 1.0679131006962663, 1.0601536545993788, 1.0572251371554415, 1.0619749396914813, 1.0677054798058663, 1.07105416881312, 1.057074182126275, 1.060990621476268, 1.0574771061426844, 1.0622546023484034, 1.0635962482373387, 1.059236559116112, 1.067996313420661, 1.0589014654949196, 1.0589809896906814, 1.0580515236888388, 1.0581136029818303, 1.062145419222162, 1.0624595484105512, 1.0626573205922512, 1.0619121879176987, 1.0620954061992478, 1.0619296716924325, 1.06169517660922, 1.0621283380079731, 1.0616967603263667, 1.0621831823830732, 1.0618740324805565, 1.0627894856681408, 0.5291130288982089, 0.5875440968578829, 0.46749085346496955, 0.5980280746714115, 0.4975563313880613, 0.8983539502597573, 0.5291130288981947, 0.5875440968578935, 0.46749085346496955, 0.5980280746714115, 0.4975563313880613, 0.8983539502597573]"
"[ 0.87019521  1.91552349  2.47934262  2.96576479  1.07749673 11.99482524
  5.05962105 14.21284715 16.83814794  7.69779332  9.40394289  4.71208604
  8.80753105 10.40045046]","[0.9, 2.0, 2.4, 2.8000000000000003, 1.0, 12.0, 4.8999999999999995, 14.4, 17.1, 8.0, 9.9, 4.8, 9.1, 9.799999999999999]","[0.9, 2.2, 2.4, 2.8000000000000003, 1.0, 12.0, 4.8999999999999995, 14.4, 17.1, 8.0, 9.9, 4.8, 9.1, 9.799999999999999]",1.4175397584416416,"[0.026505019189922763, 0.8221779284427537, 1.2849851700064807, 0.7470901257272686, 0.6009705318885104, 0.0635235349926937, 0.049387174678635404, 0.6439446135244502, 0.6693828392744336, 0.05644655531162712, 1.8428716604895783, 0.2723332636781741, 1.611855254872733, 1.4216097438526791, 1.3950474200812106, 1.542517256474376, 1.371681062200791, 1.3014530864208602, 1.2247946398705363, 1.2445240115595713, 1.2043738448562333, 1.248101386055609, 1.214287406468749, 1.3553157625226895, 1.4281473542112053, 1.414225023643965, 1.4632346697421088, 1.4049465659705493, 1.4050948077262095, 1.4065645585385358, 1.4046267175943257, 1.40472590360568, 1.4144127380885543, 1.4146523110826372, 1.4141877926946513, 1.41469799960751, 1.4142939869630862, 1.4163546523587662, 1.4173523047855863, 1.4153297356652565, 1.426187554242233, 1.4135257063993514, 1.427726650624697, 1.4174371745442507, 1.4191661488820664, 1.4174351711001059, 1.4183387873704216, 1.4174775601169287, 1.4175322858175807, 1.4175864448445168, 1.417435187909767, 1.4176449312668193, 1.4178870944542545, 1.417529394701603, 1.4178802814034963, 1.4181011956996752, 1.4172688720687976, 1.4174735294547247, 1.4172884016899836, 1.417026467398621, 1.4175103147461812, 1.417028236432845, 1.417571576681107, 1.4172262519112557, 1.4182488259400294, 0.8844980900423742, 0.9429291580020518, 0.8228759146091349, 0.9534131358155804, 0.8529413925322302, 1.2537390114039244, 0.8844980900423636, 0.9429291580020589, 0.8228759146091349, 0.9534131358155804, 0.8529413925322267, 1.2537390114039244]"
"[ 1.96698878  3.88358212  5.99999946  7.99998898  9.91883881 11.96148815
 13.97971266 15.57694588 17.93879866 19.63141119 21.80294156 20.43651309
  8.49802272  9.80023871]","[2.0, 3.8000000000000003, 6.0, 8.0, 10.0, 12.0, 14.0, 15.200000000000001, 18.0, 20.0, 22.0, 20.4, 9.1, 9.799999999999999]","[1.8, 3.8000000000000003, 6.0, 8.0, 10.0, 12.0, 14.0, 15.200000000000001, 18.0, 20.0, 22.0, 20.4, 9.1, 9.799999999999999]",3.208001872196615,"[2.3987297237592493, 0.8092721484373655, 0.056581293641091435, 2.2658291428157167, 5.892259461701202, 2.3324545269933914, 0.19679016291926388, 0.9653601390595963, 0.18494396365627175, 0.23999735746704864, 0.9653601390595963, 0.184943963656238, 0.23999735746706108, 1.353763047739104, 0.7164257150691817, 0.7612279057195579, 1.3537630477391325, 0.7164257150692084, 0.7612279057195579, 1.888070824010633, 1.4475603857434578, 1.4782604740605123, 2.687379385053166, 4.703484358262962, 2.72411017560599, 1.5544030367611246, 2.1228691332459917, 1.752809945722106, 1.778764599552133, 2.1228691332459757, 1.7528099457220918, 1.778764599552126, 2.6322033064344534, 2.4497713030429704, 2.462282988323528, 2.666642436745496, 3.190706654930514, 2.6032126531093542, 3.4373174100047734, 2.622859560649852, 4.160631991548457, 2.6749602037973474, 2.733391271757025, 2.613338028364108, 2.743875249570552, 2.6434035062872034, 3.0442011251588976, 2.674960203797335, 2.733391271757032, 2.613338028364108, 2.743875249570552, 2.6434035062872017, 3.0442011251588976]"
