pareto_points,approximated_pareto_points,grid_points_with_highest_costs,differences,difference_with_previous_champs
"[1.99909611e+00 3.99954820e+00 5.99992425e+00 7.99883551e+00
 1.63130244e-02 3.10569505e-02 7.82711837e-01 2.31036723e-01
 6.26456269e+00 1.99996254e+01]","[2.0, 4.0, 6.0, 8.0, 0.0, 0.0, 0.7, 0.0, 6.3, 20.0]","[1.7000000000000002, 4.0, 6.0, 8.0, 0.0, 0.0, 0.7, 0.0, 6.3, 20.0]",0.3000000000000007,"[0.10000000000000142, 0.09999999999999787, 0.10000000000000142, 0.1999999999999993, 0.10000000000000142, 0.0, 0.25, 0.20000000000000107, 0.15000000000000036, 0.25, 0.20000000000000107, 0.15000000000000036, 0.3512500000000003, 0.40250000000000163, 0.45374999999999943, 0.3512500000000003, 0.40250000000000163, 0.45374999999999943, 0.3000000000000007, 0.3000000000000007, 0.3000000000000007, 0.3000000000000007, 0.3000000000000007, 0.3000000000000007, 0.3000000000000007, 0.5391750350934021, 0.4288174952376149, 0.7780261310873549, 0.5575616581533733, 1.0163994169096213, 0.6862084660901235, 0.6862084660901235, 1.0713245334547103, 1.4546995903504794]"
"[1.99999786 3.9999954  5.65505821 7.34971678 2.16962296 1.24785194
 8.96165598 2.45640922 6.2945825  7.01283946]","[2.0, 4.0, 5.7, 7.2, 2.0, 1.2, 9.1, 2.4000000000000004, 6.3, 7.0]","[2.0, 4.0, 5.7, 7.2, 2.0, 1.2, 9.1, 2.4000000000000004, 3.6, 7.0]",1.8327857142857145,"[0.09374999999999911, 0.09375000000000089, 0.09375, 0.1875000000000009, 0.09375, 0.0, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.31185204081632545, 0.27600759384317985, 0.611102040816327, 0.5647266123563668, 0.628581632653062, 0.865717894531504, 1.2396836734693872, 1.5156912673125689, 0.628581632653062, 1.1933082450094288, 0.0, 0.865717894531504]"
"[1.99280676e+00 3.99742133e+00 5.99998422e+00 7.99798204e+00
 9.99920647e+00 1.19994365e+01 6.14924180e-04 4.74197560e-04
 6.29145340e+00 1.99995568e+01]","[2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 0.0, 0.0, 6.3, 20.0]","[1.7000000000000002, 4.0, 6.0, 8.0, 10.0, 12.0, 0.0, 0.0, 6.3, 20.0]",0.4499999999999993,"[0.14999999999999858, 0.15000000000000213, 0.14999999999999858, 0.3000000000000007, 0.14999999999999858, 0.0, 0.34999999999999964, 0.25, 0.14999999999999858, 0.34999999999999964, 0.25, 0.14999999999999858, 0.3999999999999986, 0.34999999999999964, 0.29999999999999893, 0.3999999999999986, 0.34999999999999964, 0.29999999999999893, 0.5, 0.5499999999999989, 0.5999999999999996, 0.5, 0.5499999999999989, 0.5999999999999996, 0.5917503509340243, 0.5265985603263719, 0.7313950977216273, 0.6025649454643531, 0.8690962099125361, 0.6779244424214816, 0.6779244424214816, 0.9006144742831115, 1.1187528447883466]"
"[ 1.99955889  3.9998076   5.99983443  7.98822225  9.99628086 11.99654116
 13.97557838 15.93018438  6.32185032 19.99891592]","[2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 6.3, 20.0]","[1.7000000000000002, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 6.3, 20.0]",0.5999999999999996,"[0.1999999999999993, 0.20000000000000107, 0.1999999999999993, 0.40000000000000036, 0.1999999999999993, 0.0, 0.4500000000000002, 0.29999999999999893, 0.15000000000000036, 0.4500000000000002, 0.29999999999999893, 0.15000000000000036, 0.4999999999999991, 0.39999999999999947, 0.2999999999999998, 0.5, 0.39999999999999947, 0.2999999999999998, 0.5499999999999989, 0.5, 0.4499999999999993, 0.5499999999999998, 0.5, 0.4499999999999993, 0.5568891048482891, 0.5756696842495659, 0.5226865349314309, 0.5539439302752918, 0.49723032069970863, 0.5347974510696396, 0.5347974510696396, 0.49258079198907634, 0.4726672735548467]"
"[3.46019325e-04 3.90964823e-06 5.67386474e+00 7.34570886e+00
 9.34544201e+00 6.66460383e-01 6.08684667e-01 6.33364621e-01
 6.30887016e+00 7.01175632e+00]","[0.0, 0.0, 5.7, 7.2, 9.5, 0.6, 0.7, 0.8, 6.3, 7.0]","[0.0, 0.0, 5.7, 7.2, 9.5, 0.6, 0.7, 0.8, 3.6, 7.0]",2.1428571428571423,"[0.09375, 0.1875, 0.28125, 0.09375, 0.1875, 0.28125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7142857142857135, 0.3296703296703285, 0.7142857142857153, 0.6593406593406606, 0.7142857142857135, 0.989010989010989, 1.4285714285714288, 1.7582417582417573, 0.7142857142857135, 1.373626373626374, 0.0, 0.989010989010989]"
"[4.62288330e-05 3.90964823e-06 5.67371873e+00 7.34390305e+00
 9.34544201e+00 1.18104061e+01 8.27465607e-02 1.49755862e+01
 6.31242457e+00 7.01461038e+00]","[0.0, 0.0, 5.7, 7.2, 9.5, 12.0, 0.0, 15.200000000000001, 6.3, 7.0]","[0.0, 0.0, 5.7, 7.2, 9.5, 12.0, 0.0, 15.200000000000001, 3.6, 7.0]",2.1428571428571423,"[0.09375, 0.1875, 0.28125, 0.09375, 0.1875, 0.28125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7142857142857135, 0.3296703296703285, 0.7142857142857153, 0.6593406593406606, 0.7142857142857135, 0.989010989010989, 1.4285714285714288, 1.7582417582417573, 0.7142857142857135, 1.373626373626374, 0.0, 0.989010989010989]"
"[1.99159687e+00 3.99302126e+00 1.57749867e-02 6.64070900e-02
 9.88284744e+00 1.19863252e+01 1.35891906e+01 1.56476842e+01
 5.81120764e-01 1.99992721e+01]","[2.0, 4.0, 0.0, 0.0, 10.0, 12.0, 13.299999999999999, 16.0, 0.9, 20.0]","[2.0, 4.0, 0.0, 0.0, 10.0, 12.0, 13.299999999999999, 16.0, 3.6, 20.0]",1.0545918367346943,"[0.06840379008746389, 0.06840379008746389, 0.06840379008746211, 0.136807580174926, 0.06840379008746211, 0.0, 0.29723032069970934, 0.389249271137027, 0.4812682215743447, 0.29723032069970934, 0.389249271137027, 0.4812682215743447, 0.1958272594752195, 0.18644314868804557, 0.17705903790087518, 0.1958272594752195, 0.18644314868804557, 0.17705903790087518, 0.20083819241982503, 0.20958454810495653, 0.19646501457726018, 0.19209183673469354, 0.20083819241982503, 0.19646501457726018, 0.19209183673469354, 0.5451179678220512, 0.14040465392506185, 0.35147932188748854, 0.357496490659754, 1.600900578711233, 2.0326833110222804, 1.855999308133713]"
"[ 0.0834231   1.71346834  4.26800095  7.97559953  7.54102596 11.57023278
  1.23205508  2.42157254  6.29739866  6.72092032]","[0.1, 1.8, 4.2, 8.0, 7.5, 11.4, 1.4, 2.4000000000000004, 6.3, 7.0]","[0.1, 1.8, 4.2, 8.0, 7.5, 11.4, 1.4, 2.4000000000000004, 3.6, 7.0]",1.9724330357142854,"[0.09375, 0.1875, 0.28125, 0.375, 0.0, 0.1875, 0.09375, 0.375, 0.09375, 0.5625, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.376763392857141, 0.30359095601144226, 0.6573437500000008, 0.6067601924702508, 0.6570758928571436, 0.9098467675076396, 1.3144196428571426, 1.6180105988685867, 0.6570758928571436, 1.2638360853273944, 0.0, 0.9098467675076396]"
"[ 1.9751816   3.96453925  0.01921446  0.25748677  9.84124335 11.58638078
  1.40742805  1.51498826  5.03709635  2.65624797]","[2.0, 4.0, 0.0, 0.4, 10.0, 11.4, 1.4, 1.6, 5.4, 3.0]","[2.0, 4.0, 0.0, 0.4, 10.0, 11.4, 1.4, 1.6, 5.4, 0.0]",2.9339602769679303,"[0.07469605367940879, 0.07469605367940879, 0.07469605367940702, 0.1493921073588158, 0.07469605367940702, 0.0, 0.2755870407488388, 0.32708592045945295, 0.3785848001700671, 0.17258928132761042, 0.2755870407488388, 0.32708592045945295, 0.3785848001700671, 0.2155983786173188, 0.20710859619641475, 0.19861881377551072, 0.2155983786173188, 0.2325779434591304, 0.20710859619641475, 0.19861881377551072, 0.21916189430137223, 0.22901442777507874, 0.21423562756451808, 0.2339406945119311, 0.23886696124878526, 0.21916189430137223, 0.22901442777507874, 0.21423562756451808, 0.2339406945119311, 0.23886696124878526, 0.5427261455971273, 0.09633318924792, 0.9557970116618062, 0.1727490955594284, 1.2705174387215177, 0.3449967696277909, 0.6457250296944181, 1.9162424684159358, 0.9790392371234216, 3.826170068027211, 0.988774659863946, 5.723467930029155]"
"[3.46019325e-04 1.04254755e-01 5.67386474e+00 7.34570886e+00
 9.80733654e+00 6.66460383e-01 5.99127989e-01 6.33364621e-01
 6.30887016e+00 7.01175632e+00]","[0.0, 0.2, 5.7, 7.2, 10.0, 0.6, 0.7, 0.8, 6.3, 7.0]","[0.0, 0.2, 5.7, 7.2, 10.0, 0.6, 0.7, 0.8, 3.6, 7.0]",2.129730871902332,"[0.09375, 0.1875, 0.28125, 0.09375, 0.1875, 0.28125, 0.375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.09375, 0.6159806076895027, 0.32758987387634875, 0.7099088966836753, 0.6553069030987135, 0.710091367529154, 0.9831546166394745, 1.4200002642128275, 1.747590138089178, 0.710091367529154, 1.3653982706278676, 0.0, 0.9831546166394745]"
