pareto_points,approximated_pareto_points,grid_points_with_highest_costs,differences,difference_with_previous_champs
"[6.97970971e-01 1.40419917e+00 5.18445488e+00 7.99008933e+00
 9.99999853e+00 1.21510150e-05]","[0.7000000000000001, 1.4000000000000001, 5.1, 8.0, 10.0, 0.0]","[1.0, 1.4000000000000001, 5.1, 8.0, 10.0, 0.0]",1.4226521016423987,"[1.4138966171970129, 0.027008793861052816, 0.0019416418567335114, 0.003123948869676596, 0.09161988697877277, 0.005631535575709279, 0.008755484445385875, 0.03576427830643869, 0.010697126302119386, 0.005631535575709279, 0.09725142255448205, 0.0, 1.4226521016423943, 1.422652101642404, 1.4226521016423916, 1.4226521016424103, 1.4226521016423899, 1.4226521016424183, 1.4226521016423943, 1.4226521016423916, 1.4226521016423899, 1.3128678181292965, 1.2030835346161943, 1.093299251103093, 1.2184973738487086, 1.0143426460550184, 0.8101879182613283]"
"[1.99377724e+00 1.84121154e-02 2.10690679e+00 2.79120471e+00
 9.99990308e+00 7.46817201e-05]","[2.0, 0.0, 2.1, 2.8000000000000003, 10.0, 0.0]","[2.0, 0.6000000000000001, 2.1, 2.8000000000000003, 10.0, 0.0]",0.7876527501949049,"[0.19165326394463555, 0.1702242853139353, 0.14823299187769656, 0.17081775886172856, 0.09273604157626547, 0.184806167482372, 0.7588378043415336, 0.7628961028767227, 0.7527338543202369, 0.7581675408727095, 0.7506111899342072, 0.7545730991501731, 0.7588378043415336, 0.7628961028767227, 0.7527338543202369, 0.7581675408727095, 0.7506111899342063, 0.7545730991501731, 0.6778684666818018, 0.5680841831687005, 0.45829989965559825, 0.5834980224012138, 0.3793432946075237, 0.17518856681383443]"
"[6.99959792e-01 3.20361084e-03 2.24328997e-02 7.90896428e+00
 9.99637747e+00 8.66905573e-04]","[0.7000000000000001, 0.0, 0.0, 8.0, 10.0, 0.0]","[0.5, 0.0, 0.0, 8.0, 10.0, 0.0]",1.1339433858129047,"[1.0856968267718923, 0.04913881400624831, 0.04824655904101238, 0.040936781050822546, 0.03499710601014261, 0.008441286858944075, 0.7523728151149554, 0.44545704712431355, 0.21669974017295157, 1.1278351394615118, 1.123654137121373, 1.1214481078608936, 1.1304228615030514, 1.1274514780750398, 1.1250390511253414, 1.0241591022998024, 0.9143748187867002, 0.8045905352735989, 0.9297886580192145, 0.7256339302255244, 0.5214792024318351]"
"[7.17493617e-01 1.39530628e+00 1.89898671e-04 7.95360237e+00
 9.92749039e+00 1.85454015e-05]","[0.7000000000000001, 1.4000000000000001, 0.0, 8.0, 10.0, 0.0]","[1.0, 1.4000000000000001, 0.0, 8.0, 10.0, 0.0]",1.2919617936947185,"[1.271170021883954, 0.03537366690654942, 0.017679160300078323, 0.012952597050814418, 0.06552815529288658, 0.003112611510686314, 0.020791771810764637, 0.05616543871731405, 0.003112611510686314, 0.016065208561500732, 0.0686407668035729, 0.0, 1.2919617936947052, 1.2919617936946954, 1.291961793694691, 1.2919617936947105, 1.2919617936947043, 1.291961793694699, 1.1821775101816163, 1.072393226668514, 0.9626089431554128, 1.0878070659010284, 0.8836523381073382, 0.679497610313649]"
"[7.19436570e-01 1.40499095e+00 2.11474457e+00 2.80888707e+00
 9.99075430e+00 4.15861704e-04]","[0.7000000000000001, 1.4000000000000001, 2.1, 2.8000000000000003, 10.0, 0.0]","[0.5, 1.4000000000000001, 2.1, 2.8000000000000003, 10.0, 0.0]",1.2103697051869364,"[1.1801823578060437, 0.040706241799465026, 0.030187347380892682, 0.024439123532939533, 0.05212407004669117, 0.0017224879500918888, 0.030187347380892682, 0.07089358918035771, 0.0, 0.024439123532939533, 0.05212407004669117, 0.0017224879500918888, 1.2103697051869045, 1.210369705186909, 1.2103697051868982, 1.2103697051869045, 1.2103697051868956, 1.2103697051869, 1.2103697051869045, 1.210369705186909, 1.2103697051868982, 1.2103697051869045, 1.2103697051868956, 1.2103697051869, 1.1005854216738342, 0.9908011381607329, 0.8810168546476307, 1.0062149773932463, 0.8020602495995561, 0.5979055218058669]"
"[7.19291399e-01 1.40499095e+00 2.11474457e+00 2.55242889e+00
 9.99075430e+00 7.97039463e-03]","[0.7000000000000001, 1.4000000000000001, 2.1, 2.4000000000000004, 10.0, 0.0]","[1.0, 1.4000000000000001, 2.1, 2.4000000000000004, 10.0, 0.0]",1.420271097125247,"[1.411296327447186, 0.02716119078183077, 0.0015841767983131305, 0.003153146383532146, 0.09090855096196293, 0.005821623294528955, 0.0089747696780611, 0.03613596045989187, 0.010558946476374231, 0.005821623294528955, 0.09673017425649189, 0.0, 1.4202710971253847, 1.4202710971253998, 1.4202710971253536, 1.420271097125382, 1.420271097125326, 1.4202710971253651, 1.4202710971252408, 1.420271097125279, 1.4202710971252381, 1.4202710971252515, 1.42027109712524, 1.420271097125247, 1.3104868136121448, 1.2007025300990435, 1.0909182465859413, 1.2161163693315569, 1.0119616415378667, 0.8078069137441775]"
"[1.35173092e+00 1.15377997e+00 5.66431779e+00 6.46846163e+00
 9.99940260e+00 9.11138963e-04]","[1.4000000000000001, 1.2000000000000002, 5.7, 6.4, 10.0, 0.0]","[1.4000000000000001, 0.6000000000000001, 5.7, 6.4, 10.0, 0.0]",0.6276089821158575,"[0.18881480320672672, 0.1663480845588179, 0.5658206833454447, 0.14333185565361362, 0.9409574450623177, 0.11984214774750868, 0.13855867400486055, 0.00011183129806813241, 0.07133159573045678, 0.6585576548312506, 0.12664346712739238, 0.5998873947665952, 0.6121189514300056, 0.6559594106810263, 0.6095404880178812, 0.6198821095134353, 0.6121189514300056, 0.6559594106810271, 0.6095404880178812, 0.6970765850023994, 0.6198821095134353, 0.7508246795963185, 0.5178246986027553, 0.40804041508965305, 0.29825613157655173, 0.4234542543221673, 0.21929952652847717, 0.015144798734787912]"
"[8.42186866e-01 3.41930848e-01 2.36592191e+00 7.96850228e+00
 9.95862137e+00 3.91361917e-04]","[0.8, 0.4, 2.4, 8.0, 10.0, 0.0]","[0.8, 0.4, 2.4, 8.0, 10.0, 1.7999999999999998]",0.6124641833810687,"[0.002596771963746747, 0.13923212717619826, 0.020413860229650638, 0.11604625576034877, 0.06740431634291699, 0.02507272359439927, 0.10735576709176797, 0.6666906332865103, 0.05176400370979728, 1.1122845333586984, 1.576513271723801, 0.558135077373695, 0.3412758718459621, 0.34966835111350925, 0.2949453298143201, 0.26962190651829143, 0.2606808476857605, 0.4694835936710522, 0.5509372551631371, 0.6436113389957399, 0.28973514307056014, 0.17995085955745704, 0.07016657604435572, 0.19536469878997131, 0.008790029003717947, 0.20415472779369015]"
"[1.65616876e+00 1.46175124e-01 7.77820722e-01 7.93454907e+00
 9.99969788e+00 3.81752883e-04]","[1.7000000000000002, 0.2, 0.8999999999999999, 8.0, 10.0, 0.0]","[1.7000000000000002, 0.2, 0.8999999999999999, 8.0, 10.0, 1.7999999999999998]",0.6124641833810696,"[0.10753872575812018, 0.2388060927448441, 0.08345484369210077, 0.47682331919275356, 0.05909527890481048, 0.7132654189687306, 0.5128304277100879, 0.0693479422420582, 0.02732900666731286, 0.011509356660321046, 0.3086103465195027, 0.2870903265596212, 0.3459150343078212, 0.3031206604798662, 0.40041541592331686, 0.3368352159605017, 0.28571526636626565, 0.2876781237515065, 0.2948092997825622, 0.17914292816956312, 0.06935864465646091, 0.04042563885664041, 0.1251981227456156, 0.07895660504807456, 0.20415472779368926]"
"[1.22492891e+00 9.34383609e-02 2.25545221e+00 5.29207301e+00
 9.96099644e+00 1.21011869e-05]","[1.2000000000000002, 0.0, 2.4, 5.2, 10.0, 0.0]","[1.2000000000000002, 0.0, 2.4, 5.2, 10.0, 1.7999999999999998]",0.6124641833810696,"[0.020440333310893344, 0.0023350918988125358, 0.06358856972658167, 0.02743789532097196, 0.12930217440178993, 0.07522548627006742, 0.05616474858430465, 0.1903949173081596, 0.4011581748347606, 0.5491838811966216, 0.4664810839018747, 0.47912082174215076, 0.3898106542738917, 0.33972846442324833, 0.31942586356387626, 0.6376458477288205, 0.4664810839018747, 0.7315747603681659, 0.3898106542738917, 0.8306603366062157, 0.31942586356387626, 0.43939959768351944, 0.3296153141704181, 0.2198310306573159, 0.3450291534029315, 0.14087442560924135, 0.06328030218444791]"
