pareto_points,approximated_pareto_points,grid_points_with_highest_costs,differences,difference_with_previous_champs
[0.27777871 0.2544305  5.98024755 7.63024791 3.50027059 4.19886091],"[0.30000000000000004, 0.2, 6.0, 7.6000000000000005, 3.5, 4.2]","[0.30000000000000004, 0.2, 6.0, 7.6000000000000005, 3.5, 2.4]",1.2857142857142865,"[0.0762553536974444, 0.09654957437690115, 0.16776179001247815, 0.4205187165271358, 0.1502438185430055, 0.8476683306438968, 0.0762553536974444, 0.09654957437690115, 0.4205187165271358, 0.8476683306438968, 0.0008513727921073411, 0.0016240660342097257, 0.0023168882893331855, 0.0008513727921073411, 0.000928739586975702, 0.0025528056211854278, 0.0032456278763088875, 0.4276426889844531, 0.197802197802198, 0.42857142857142794, 0.3956043956043951, 0.4285714285714288, 0.5934065934065931, 0.8571428571428568, 1.0549450549450556, 0.4285714285714288, 0.8241758241758239, 8.881784197001252e-16, 0.593406593406594]"
[1.99999987 3.99998549 5.99949231 7.98905033 3.5024247  4.19894209],"[2.0, 4.0, 6.0, 8.0, 3.5, 4.2]","[1.7000000000000002, 4.0, 6.0, 8.0, 3.5, 4.2]",4.952146522876994,"[0.9281930335112079, 2.0648887750331113, 1.9590647143326754, 4.023953489365787, 1.9590647143326754, 0.0, 5.027582299358023, 5.096734049265196, 5.159495145612375, 5.027582299358023, 5.096734049265196, 5.159495145612375, 4.523575094305566, 4.721377292107763, 4.095003665734138, 4.490608061338533, 3.6664322371627094, 4.2598388305693025, 4.523575094305566, 4.721377292107763, 4.095003665734138, 4.490608061338533, 3.6664322371627085, 4.2598388305693025]"
"[1.99999985e+00 3.99998868e+00 3.03252573e-03 3.52114668e-02
 3.50029710e+00 4.19998050e+00]","[2.0, 4.0, 0.0, 0.0, 3.5, 4.2]","[1.7000000000000002, 4.0, 0.0, 0.0, 3.5, 4.2]",4.717071727961319,"[0.8496734019930714, 1.9864902150955572, 1.8809081108726904, 3.8673983259682476, 1.8809081108726904, 0.0, 4.872569063479039, 5.024742778338954, 5.173358231702522, 4.872569063479039, 5.024742778338954, 5.173358231702522, 4.28850029938989, 4.486302497192089, 3.8599288708184627, 4.255533266422857, 3.431357442247033, 4.024764035653627, 4.28850029938989, 4.486302497192089, 3.859928870818462, 4.255533266422857, 3.431357442247033, 4.024764035653627]"
[0.17100788 2.3196952  5.99759023 7.95386101 3.5002752  4.19983397],"[0.2, 2.4000000000000004, 6.0, 8.0, 3.5, 4.2]","[0.2, 2.4000000000000004, 6.0, 8.0, 2.0, 4.2]",1.2857142857142856,"[0.724717426219474, 1.5528714509512458, 0.2485498541119764, 2.2360209403731597, 1.9651819593976025, 0.2485498541119746, 1.8014213050632204, 0.0, 2.2360209403731597, 0.275910204794525, 1.9651819593976043, 0.9843834839555159, 0.9945736744564639, 1.0038221392991415, 0.9843834839555159, 0.9945736744564639, 1.0038221392991415, 0.5446958517600216, 0.7424980495622195, 0.11612442318859362, 0.5117288187929887, 0.3124470053828352, 0.5934065934065931, 0.8571428571428568, 1.0549450549450547, 0.4285714285714288, 0.8241758241758239, 0.0, 0.5934065934065931]"
"[3.90918476e-01 4.12402039e-01 3.13513697e-03 7.27972399e-02
 3.50026830e+00 4.19981898e+00]","[0.4, 0.4, 0.0, 0.0, 3.5, 4.2]","[0.4, 0.4, 0.0, 0.0, 3.5, 2.4]",1.2857142857142865,"[0.30650360292274037, 0.7130759272695606, 0.08222271628741495, 1.0534727028000619, 0.08742143967218041, 0.9543090586103045, 0.08222271628741495, 0.7952986435569755, 0.0, 1.0534727028000619, 0.9543090586103053, 0.39302272296845864, 0.3972272948234199, 0.40133355162999074, 0.39302272296845864, 0.3972272948234199, 0.40133355162999074, 0.0398451093612735, 0.197802197802198, 0.42857142857142794, 0.3956043956043951, 0.4285714285714288, 0.5934065934065931, 0.8571428571428568, 1.0549450549450547, 0.4285714285714288, 0.8241758241758239, 8.881784197001252e-16, 0.593406593406594]"
"[1.99999985e+00 3.99998868e+00 2.34060275e-03 7.22313849e-02
 3.50029710e+00 4.19998050e+00]","[2.0, 4.0, 0.0, 0.0, 3.5, 4.2]","[1.7000000000000002, 4.0, 0.0, 0.0, 3.5, 4.2]",4.717071727961319,"[0.8496734019930714, 1.9864902150955572, 1.8809081108726904, 3.8673983259682476, 1.8809081108726904, 0.0, 4.872569063479039, 5.024742778338954, 5.173358231702522, 4.872569063479039, 5.024742778338954, 5.173358231702522, 4.28850029938989, 4.486302497192089, 3.8599288708184627, 4.255533266422857, 3.431357442247033, 4.024764035653627, 4.28850029938989, 4.486302497192089, 3.859928870818462, 4.255533266422857, 3.431357442247033, 4.024764035653627]"
[0.37992074 2.28089326 0.03208124 5.95401583 3.45461638 4.20389059],"[0.4, 2.2, 0.0, 6.0, 3.5, 4.2]","[0.1, 2.2, 0.0, 6.0, 3.5, 4.2]",1.794587667645417,"[0.8257240720843688, 1.2577465994265333, 0.7224383757033053, 1.7066257045798263, 0.24642521985774302, 1.073808571171508, 0.9688635955610465, 2.2266101949875816, 0.24642521985774302, 1.9530509244375693, 0.0, 1.073808571171508, 1.8087366095880473, 1.8218541151963343, 1.8339199582274075, 1.779429106011385, 1.8087366095880473, 1.7632842980892747, 1.8218541151963343, 1.746178138002704, 1.8339199582274075, 1.3660162390739892, 1.5638184368761872, 0.9374448105025603, 1.3330492061069554, 0.5088733819311315, 1.1022799753377255, 1.3660162390739892, 1.5638184368761872, 0.9374448105025603, 1.3330492061069554, 0.5088733819311315, 1.1022799753377255]"
[1.95455376 2.27144472 1.37270682 1.55520332 3.50106164 4.19922805],"[2.0, 2.2, 1.5, 1.6, 3.5, 4.2]","[1.7000000000000002, 2.2, 1.5, 1.6, 3.5, 4.2]",3.6735418228937675,"[1.6188625123051086, 1.5144127851521683, 0.5402665254364907, 2.054679310588659, 4.402895953279175, 0.5402665254364862, 3.7250574786463786, 0.0, 1.9458939895691145, 3.5933300741701872, 3.7504658509679336, 3.509954285499861, 3.8239835471169603, 3.4235430163057217, 3.893981552382055, 3.5933300741701872, 3.7504658509679336, 3.509954285499861, 3.8239835471169603, 3.4235430163057217, 3.893981552382055, 3.2449703943223387, 3.4427725921245367, 2.8163989657509108, 3.212003361355306, 2.387827537179482, 2.981234130586075, 3.2449703943223387, 3.4427725921245367, 2.81639896575091, 3.212003361355306, 2.387827537179481, 2.981234130586075]"
[1.99703574 3.88824629 5.69853677 3.12001852 3.5010479  4.19879666],"[2.0, 3.8000000000000003, 5.7, 3.2, 3.5, 4.2]","[1.7000000000000002, 3.8000000000000003, 5.7, 3.2, 3.5, 4.2]",4.813685139003024,"[2.0832037178578, 1.9773231329169372, 0.7531582882282866, 2.730481421145213, 5.760221399265037, 0.7531582882282866, 8.881784197001252e-16, 4.8024745265377256, 4.818278039066232, 4.784663487622198, 4.7602794855874775, 4.8024745265377256, 4.818278039066232, 4.784663487622198, 4.816246144808354, 4.7602794855874775, 4.807592589263059, 4.385113710431596, 4.582915908233794, 3.9565422818601674, 4.352146677464562, 3.527970853288739, 4.121377446695332, 4.385113710431596, 4.582915908233794, 3.9565422818601674, 4.352146677464563, 3.527970853288738, 4.121377446695332]"
[1.99904421 3.80575269 5.83381061 7.18704671 3.50496548 4.20050191],"[2.0, 3.8000000000000003, 5.7, 7.2, 3.5, 4.2]","[1.7000000000000002, 3.8000000000000003, 5.7, 7.2, 3.5, 4.2]",4.783234038556282,"[2.073016691746845, 1.9671675463752374, 0.743049800434199, 2.7102173468094257, 5.719567540793977, 0.743049800434199, 8.881784197001252e-16, 4.837298414376399, 4.7229369312885305, 4.885046695400032, 4.926405257238706, 4.837298414376399, 4.7229369312885305, 4.885046695400032, 4.656500066342129, 4.926405257238706, 4.354662609984853, 4.552464807787051, 3.9260911814134247, 4.32169557701782, 3.4975197528419963, 4.0909263462485885, 4.354662609984853, 4.552464807787051, 3.9260911814134247, 4.32169557701782, 3.4975197528419955, 4.0909263462485885]"
